transaction_id,card_id,timestamp,amount,merchant_category,channel,distance_from_home_km,is_international,is_fraud,fraud_type,fraud_stage,customer_profile,hard_negative_type
TX_000000037,CARD_02714,2025-01-01T06:12:46,116.2,grocery,CONTACTLESS,4.58,0,0,legitimate,none,regular,none
TX_000000038,CARD_02182,2025-01-01T06:17:40,599.87,retail,ONLINE,3140.47,1,0,legitimate,none,traveler,none
TX_000000039,CARD_01565,2025-01-01T06:28:48,33.65,fuel,ONLINE,8.01,0,0,legitimate,none,variable,none
TX_000000040,CARD_00824,2025-01-01T06:53:39,353.06,restaurant,ONLINE,4.47,0,0,legitimate,none,high_spend,none
TX_000000041,CARD_02252,2025-01-01T06:59:28,153.71,restaurant,ONLINE,1.27,0,0,legitimate,none,variable,none
TX_000000042,CARD_00032,2025-01-01T07:04:49,611.87,travel,ONLINE,59.72,0,0,legitimate,none,traveler,none
TX_000000043,CARD_01744,2025-01-01T07:07:36,667.33,travel,POS,2621.49,1,0,legitimate,none,traveler,none
TX_000000044,CARD_02137,2025-01-01T07:29:07,93.36,retail,POS,9.16,0,0,legitimate,none,regular,none
TX_000000045,CARD_01061,2025-01-01T07:42:06,1390.46,travel,ONLINE,9.85,0,0,legitimate,none,traveler,none
TX_000000046,CARD_01251,2025-01-01T07:55:23,34.69,fuel,POS,5.5,0,0,legitimate,none,regular,none
TX_000000047,CARD_02267,2025-01-01T07:56:34,83.12,pharmacy,CONTACTLESS,22.07,0,0,legitimate,none,variable,none
TX_000000048,CARD_02627,2025-01-01T08:02:52,193.29,restaurant,CONTACTLESS,5.51,0,0,legitimate,none,online,none
TX_000000049,CARD_01633,2025-01-01T08:04:25,1125.88,electronics,POS,48.1,0,0,legitimate,none,high_spend,none
TX_000000050,CARD_02327,2025-01-01T08:09:29,51.98,grocery,CONTACTLESS,9.88,0,0,legitimate,none,regular,none
TX_000000051,CARD_01165,2025-01-01T08:20:42,38.38,grocery,POS,27.11,0,0,legitimate,none,regular,none
TX_000000052,CARD_00665,2025-01-01T08:45:34,49.11,grocery,POS,10.09,0,0,legitimate,none,regular,none
TX_000000053,CARD_00298,2025-01-01T08:52:42,51.31,services,POS,57.1,0,0,legitimate,none,variable,none
TX_000000054,CARD_00135,2025-01-01T08:54:05,492.37,electronics,POS,6.75,0,0,legitimate,none,high_spend,none
TX_000000055,CARD_01074,2025-01-01T08:54:07,428.13,travel,POS,206.08,0,0,legitimate,none,traveler,none
TX_000000056,CARD_01632,2025-01-01T09:00:05,617.42,travel,POS,51.24,0,0,legitimate,none,variable,none
TX_000000057,CARD_02065,2025-01-01T09:07:56,68.04,other,ONLINE,1899.7,1,0,legitimate,none,online,none
TX_000000058,CARD_01786,2025-01-01T09:08:06,151.9,retail,POS,86.67,0,0,legitimate,none,variable,none
TX_000000059,CARD_02548,2025-01-01T09:08:20,242.18,electronics,CONTACTLESS,16.17,0,0,legitimate,none,regular,none
TX_000000060,CARD_02395,2025-01-01T09:10:32,807.88,services,ONLINE,1.7,0,0,legitimate,none,high_spend,none
TX_000000061,CARD_00816,2025-01-01T09:12:11,2812.48,travel,ONLINE,58.44,0,0,legitimate,none,traveler,none
TX_000000062,CARD_01299,2025-01-01T09:13:08,55.07,restaurant,POS,101.45,0,0,legitimate,none,variable,none
TX_000000063,CARD_01118,2025-01-01T09:14:18,61.03,electronics,POS,37.46,0,0,legitimate,none,variable,none
TX_000000064,CARD_00665,2025-01-01T09:22:52,89.53,grocery,ATM,10.86,0,0,legitimate,none,regular,none
TX_000000065,CARD_01767,2025-01-01T09:24:45,92.13,travel,POS,20.24,0,0,legitimate,none,traveler,none
TX_000000066,CARD_01869,2025-01-01T09:28:17,461.08,travel,ONLINE,4.66,0,0,legitimate,none,online,none
TX_000000067,CARD_01503,2025-01-01T09:37:53,76.19,pharmacy,POS,12.25,0,0,legitimate,none,regular,none
TX_000000068,CARD_01538,2025-01-01T09:40:23,2634.63,electronics,ATM,90.61,0,0,legitimate,none,variable,none
TX_000000069,CARD_01951,2025-01-01T09:41:15,523.39,electronics,ONLINE,12.54,0,0,legitimate,none,traveler,none
TX_000000070,CARD_00152,2025-01-01T09:45:05,150.25,retail,ONLINE,28.89,0,0,legitimate,none,traveler,none
TX_000000071,CARD_00725,2025-01-01T09:50:19,380.64,services,POS,10.9,0,0,legitimate,none,regular,none
TX_000000072,CARD_01654,2025-01-01T09:50:20,68.44,fuel,POS,5.51,0,0,legitimate,none,regular,none
TX_000000073,CARD_02386,2025-01-01T09:55:59,495.17,retail,ATM,62.98,0,0,legitimate,none,variable,none
TX_000000074,CARD_01331,2025-01-01T09:57:57,438.95,retail,POS,51.48,0,0,legitimate,none,variable,none
TX_000000075,CARD_01260,2025-01-01T09:59:25,942.38,services,POS,154.18,0,0,legitimate,none,traveler,none
TX_000000076,CARD_02526,2025-01-01T10:03:00,318.93,retail,CONTACTLESS,10.09,0,0,legitimate,none,regular,none
TX_000000077,CARD_02267,2025-01-01T10:13:40,150.11,pharmacy,POS,63.81,0,0,legitimate,none,variable,none
TX_000000078,CARD_00236,2025-01-01T10:13:50,102.49,retail,POS,10.74,0,0,legitimate,none,variable,none
TX_000000079,CARD_00046,2025-01-01T10:14:04,615.86,retail,ATM,18.2,0,0,legitimate,none,variable,none
TX_000000080,CARD_00296,2025-01-01T10:16:10,994.58,electronics,ONLINE,78.66,0,0,legitimate,none,traveler,none
TX_000000081,CARD_00543,2025-01-01T10:17:18,571.0,grocery,POS,34.43,0,0,legitimate,none,variable,none
TX_000000082,CARD_00727,2025-01-01T10:20:09,38.03,grocery,CONTACTLESS,16.05,0,0,legitimate,none,regular,none
TX_000000083,CARD_01942,2025-01-01T10:23:57,133.42,grocery,CONTACTLESS,1.17,0,0,legitimate,none,online,none
TX_000000084,CARD_00516,2025-01-01T10:24:41,80.03,retail,POS,23.86,0,0,legitimate,none,regular,none
TX_000000085,CARD_02074,2025-01-01T10:26:44,508.45,entertainment,ATM,18.48,0,0,legitimate,none,variable,none
TX_000000086,CARD_01451,2025-01-01T10:28:13,269.95,electronics,POS,34.08,0,0,legitimate,none,variable,none
TX_000000087,CARD_00237,2025-01-01T10:29:34,51.83,fuel,ONLINE,0.64,0,0,legitimate,none,online,none
TX_000000088,CARD_02744,2025-01-01T10:31:08,623.27,travel,POS,124.32,0,0,legitimate,none,variable,none
TX_000000089,CARD_00968,2025-01-01T10:33:15,48.65,grocery,CONTACTLESS,5.8,0,0,legitimate,none,regular,none
TX_000000090,CARD_00799,2025-01-01T10:34:22,271.75,travel,ONLINE,15.75,0,0,legitimate,none,variable,none
TX_000000091,CARD_01211,2025-01-01T10:34:23,287.08,fuel,ONLINE,20.35,0,0,legitimate,none,variable,none
TX_000000092,CARD_02137,2025-01-01T10:34:34,148.03,restaurant,POS,11.4,0,0,legitimate,none,regular,none
TX_000000093,CARD_02453,2025-01-01T10:34:56,2694.71,travel,ATM,5.48,0,0,legitimate,none,high_spend,none
TX_000000094,CARD_00183,2025-01-01T10:35:05,398.02,retail,ONLINE,0.73,0,0,legitimate,none,online,none
TX_000000095,CARD_01739,2025-01-01T10:41:58,272.74,electronics,ONLINE,0.16,0,0,legitimate,none,online,none
TX_000000096,CARD_02037,2025-01-01T10:46:39,795.37,grocery,ONLINE,59.12,0,0,legitimate,none,traveler,none
TX_000000097,CARD_01816,2025-01-01T10:48:57,627.95,electronics,ONLINE,0.34,0,0,legitimate,none,online,none
TX_000000098,CARD_01757,2025-01-01T10:49:25,203.38,retail,CONTACTLESS,13.88,0,0,legitimate,none,regular,none
TX_000000099,CARD_01445,2025-01-01T10:49:58,246.59,grocery,CONTACTLESS,20.1,0,0,legitimate,none,regular,none
TX_000000100,CARD_00772,2025-01-01T10:51:04,129.36,fuel,CONTACTLESS,9.59,0,0,legitimate,none,online,none
TX_000000101,CARD_02381,2025-01-01T10:52:04,230.28,travel,ONLINE,6.83,0,0,legitimate,none,variable,none
TX_000000102,CARD_00146,2025-01-01T10:58:11,773.37,travel,CONTACTLESS,5.59,0,0,legitimate,none,regular,none
TX_000000103,CARD_01313,2025-01-01T10:58:12,216.64,grocery,POS,14.23,0,0,legitimate,none,online,none
TX_000000104,CARD_00802,2025-01-01T10:59:32,55.03,fuel,POS,49.11,0,0,legitimate,none,regular,none
TX_000000105,CARD_00791,2025-01-01T11:00:42,20.99,fuel,CONTACTLESS,8.07,0,0,legitimate,none,regular,none
TX_000000106,CARD_02283,2025-01-01T11:00:54,56.98,pharmacy,POS,15.96,0,0,legitimate,none,regular,none
TX_000000107,CARD_02138,2025-01-01T11:01:35,96.54,restaurant,ONLINE,27.56,0,0,legitimate,none,variable,none
TX_000000108,CARD_00869,2025-01-01T11:02:26,20.15,grocery,POS,3.76,0,0,legitimate,none,regular,none
TX_000000109,CARD_01073,2025-01-01T11:02:41,840.47,electronics,POS,3.16,0,0,legitimate,none,online,none
TX_000000110,CARD_00147,2025-01-01T11:11:35,93.08,restaurant,POS,25.78,0,0,legitimate,none,regular,none
TX_000000111,CARD_01301,2025-01-01T11:12:49,76.86,fuel,POS,22.13,0,0,legitimate,none,regular,none
TX_000000112,CARD_00474,2025-01-01T11:12:58,39.51,restaurant,CONTACTLESS,24.82,0,0,legitimate,none,regular,none
TX_000000113,CARD_00439,2025-01-01T11:14:53,597.35,grocery,ONLINE,5.91,0,0,legitimate,none,variable,none
TX_000000114,CARD_02197,2025-01-01T11:15:32,153.66,grocery,CONTACTLESS,9.71,0,0,legitimate,none,regular,none
TX_000000115,CARD_00026,2025-01-01T11:17:03,54.01,grocery,POS,21.73,0,0,legitimate,none,regular,none
TX_000000116,CARD_02632,2025-01-01T11:20:14,212.57,entertainment,ONLINE,0.18,0,0,legitimate,none,online,none
TX_000000117,CARD_01055,2025-01-01T11:22:06,290.68,retail,CONTACTLESS,7.32,0,0,legitimate,none,regular,none
TX_000000118,CARD_01183,2025-01-01T11:26:33,137.65,other,CONTACTLESS,10.51,0,0,legitimate,none,regular,none
TX_000000119,CARD_00449,2025-01-01T11:30:45,55.89,fuel,CONTACTLESS,2.53,0,0,legitimate,none,regular,none
TX_000000120,CARD_01453,2025-01-01T11:31:40,121.8,fuel,ONLINE,29.96,0,0,legitimate,none,variable,none
TX_000000121,CARD_00991,2025-01-01T11:32:48,346.87,fuel,POS,19.08,0,0,legitimate,none,high_spend,none
TX_000000122,CARD_00541,2025-01-01T11:37:48,888.17,travel,POS,71.88,0,0,legitimate,none,traveler,none
TX_000000123,CARD_01324,2025-01-01T11:44:52,351.73,grocery,ATM,72.41,0,0,legitimate,none,variable,none
TX_000000124,CARD_00473,2025-01-01T11:48:15,140.41,entertainment,POS,4.78,0,0,legitimate,none,regular,none
TX_000000125,CARD_00783,2025-01-01T11:52:04,344.72,travel,ONLINE,2.76,0,0,legitimate,none,online,none
TX_000000126,CARD_01271,2025-01-01T11:54:32,1708.97,travel,ONLINE,3.91,0,0,legitimate,none,traveler,none
TX_000000127,CARD_00818,2025-01-01T11:54:33,230.94,electronics,ONLINE,3.53,0,0,legitimate,none,online,none
TX_000000128,CARD_01633,2025-01-01T11:55:08,434.94,pharmacy,POS,22.43,0,0,legitimate,none,high_spend,none
TX_000000129,CARD_01672,2025-01-01T11:55:08,1437.51,other,POS,15.31,0,0,legitimate,none,high_spend,none
TX_000000130,CARD_00802,2025-01-01T11:59:44,78.35,services,CONTACTLESS,6.61,0,0,legitimate,none,regular,none
TX_000000131,CARD_02095,2025-01-01T11:59:53,990.1,retail,ONLINE,90.7,0,0,legitimate,none,traveler,none
TX_000000132,CARD_01603,2025-01-01T12:02:20,1045.11,retail,ONLINE,1.44,0,0,legitimate,none,high_spend,none
TX_000000133,CARD_02401,2025-01-01T12:03:43,1009.16,travel,ONLINE,3.38,0,0,legitimate,none,high_spend,none
TX_000000134,CARD_01712,2025-01-01T12:04:11,26.17,restaurant,POS,3.93,0,0,legitimate,none,online,none
TX_000000135,CARD_01216,2025-01-01T12:09:48,235.11,restaurant,CONTACTLESS,5.98,0,0,legitimate,none,online,none
TX_000000136,CARD_02352,2025-01-01T12:13:39,42.72,electronics,POS,40.96,0,0,legitimate,none,variable,none
TX_000000137,CARD_02188,2025-01-01T12:15:12,2213.69,travel,ONLINE,11.36,0,0,legitimate,none,high_spend,none
TX_000000138,CARD_01616,2025-01-01T12:17:04,105.35,grocery,CONTACTLESS,3.23,0,0,legitimate,none,regular,none
TX_000000139,CARD_01196,2025-01-01T12:20:01,155.7,entertainment,POS,9.36,0,0,legitimate,none,regular,none
TX_000000140,CARD_00249,2025-01-01T12:20:32,72.43,grocery,CONTACTLESS,29.52,0,0,legitimate,none,regular,none
TX_000000141,CARD_02558,2025-01-01T12:21:23,122.99,grocery,CONTACTLESS,2.2,0,0,legitimate,none,regular,none
TX_000000142,CARD_01197,2025-01-01T12:24:10,51.71,grocery,POS,16.65,0,0,legitimate,none,regular,none
TX_000000143,CARD_00915,2025-01-01T12:25:27,744.01,travel,POS,24.78,0,0,legitimate,none,traveler,none
TX_000000144,CARD_01621,2025-01-01T12:26:01,48.93,pharmacy,POS,6.51,0,0,legitimate,none,regular,none
TX_000000145,CARD_02459,2025-01-01T12:26:25,189.59,fuel,CONTACTLESS,11.24,0,0,legitimate,none,regular,none
TX_000000146,CARD_00987,2025-01-01T12:28:49,452.22,travel,POS,15.82,0,0,legitimate,none,regular,none
TX_000000147,CARD_02429,2025-01-01T12:29:22,1045.13,restaurant,POS,27.32,0,0,legitimate,none,high_spend,none
TX_000000148,CARD_01427,2025-01-01T12:32:26,35.26,grocery,CONTACTLESS,14.75,0,0,legitimate,none,regular,none
TX_000000149,CARD_02465,2025-01-01T12:33:59,255.66,travel,ATM,14.99,0,0,legitimate,none,regular,none
TX_000000150,CARD_00319,2025-01-01T12:38:43,97.03,grocery,POS,12.08,0,0,legitimate,none,regular,none
TX_000000151,CARD_00806,2025-01-01T12:43:16,96.81,grocery,POS,6.33,0,0,legitimate,none,regular,none
TX_000000152,CARD_00734,2025-01-01T12:45:18,200.9,retail,ONLINE,0.54,0,0,legitimate,none,online,none
TX_000000153,CARD_02300,2025-01-01T12:46:07,51.01,pharmacy,ONLINE,4670.34,1,0,legitimate,none,variable,none
TX_000000154,CARD_00664,2025-01-01T12:59:51,64.77,entertainment,POS,2.64,0,0,legitimate,none,regular,none
TX_000000155,CARD_00672,2025-01-01T12:59:56,587.43,travel,POS,10.62,0,0,legitimate,none,online,none
TX_000000156,CARD_02619,2025-01-01T13:00:04,274.23,retail,POS,42.69,0,0,legitimate,none,variable,none
TX_000000157,CARD_02628,2025-01-01T13:00:08,205.04,fuel,POS,3.07,0,0,legitimate,none,regular,none
TX_000000158,CARD_01479,2025-01-01T13:00:58,242.42,restaurant,ONLINE,1.28,0,0,legitimate,none,online,none
TX_000000159,CARD_01001,2025-01-01T13:02:35,290.83,services,POS,1.64,0,0,legitimate,none,regular,none
TX_000000160,CARD_01174,2025-01-01T13:04:34,306.5,services,POS,37.9,0,0,legitimate,none,variable,none
TX_000000161,CARD_00880,2025-01-01T13:07:46,1594.62,travel,ONLINE,4.98,0,0,legitimate,none,high_spend,none
TX_000000162,CARD_00572,2025-01-01T13:09:08,193.15,grocery,ONLINE,5.34,0,0,legitimate,none,variable,none
TX_000000163,CARD_01231,2025-01-01T13:10:01,129.26,grocery,CONTACTLESS,4.74,0,0,legitimate,none,regular,none
TX_000000164,CARD_01013,2025-01-01T13:10:10,144.51,retail,POS,10.01,0,0,legitimate,none,online,none
TX_000000165,CARD_02206,2025-01-01T13:12:27,1458.59,restaurant,ONLINE,1.88,0,0,legitimate,none,high_spend,none
TX_000000166,CARD_00095,2025-01-01T13:13:00,75.73,entertainment,ONLINE,3.87,0,0,legitimate,none,regular,none
TX_000000167,CARD_00610,2025-01-01T13:13:07,89.12,grocery,CONTACTLESS,1.69,0,0,legitimate,none,online,none
TX_000000168,CARD_02673,2025-01-01T13:16:19,177.37,electronics,ONLINE,1.27,0,0,legitimate,none,online,none
TX_000000169,CARD_02644,2025-01-01T13:17:20,353.25,fuel,ONLINE,4.2,0,0,legitimate,none,variable,none
TX_000000170,CARD_00639,2025-01-01T13:20:07,107.5,travel,ONLINE,12.15,0,0,legitimate,none,variable,none
TX_000000171,CARD_00303,2025-01-01T13:22:36,230.86,services,ONLINE,0.86,0,0,legitimate,none,online,none
TX_000000172,CARD_01477,2025-01-01T13:23:15,134.81,grocery,ONLINE,1.09,0,0,legitimate,none,online,none
TX_000000173,CARD_02659,2025-01-01T13:25:45,68.66,grocery,ONLINE,4.12,0,0,legitimate,none,regular,none
TX_000000174,CARD_02117,2025-01-01T13:26:40,116.99,other,CONTACTLESS,17.39,0,0,legitimate,none,regular,none
TX_000000175,CARD_01821,2025-01-01T13:27:38,123.95,restaurant,ATM,4596.78,1,0,legitimate,none,traveler,none
TX_000000176,CARD_02231,2025-01-01T13:28:52,59.74,grocery,POS,23.65,0,0,legitimate,none,regular,none
TX_000000177,CARD_01471,2025-01-01T13:29:56,1316.43,travel,ONLINE,29.6,0,0,legitimate,none,traveler,none
TX_000000178,CARD_00996,2025-01-01T13:41:44,86.25,entertainment,POS,6.51,0,0,legitimate,none,online,none
TX_000000179,CARD_00391,2025-01-01T13:46:32,2213.75,travel,POS,13.93,0,0,legitimate,none,high_spend,none
TX_000000180,CARD_02109,2025-01-01T13:49:09,51.01,grocery,POS,5.48,0,0,legitimate,none,regular,none
TX_000000181,CARD_00248,2025-01-01T13:52:40,992.17,retail,ONLINE,3.79,0,0,legitimate,none,online,none
TX_000000182,CARD_00603,2025-01-01T13:54:01,736.23,electronics,CONTACTLESS,57.93,0,0,legitimate,none,traveler,none
TX_000000183,CARD_01872,2025-01-01T13:54:03,102.61,retail,CONTACTLESS,8.51,0,0,legitimate,none,online,none
TX_000000184,CARD_01567,2025-01-01T13:56:18,67.64,grocery,CONTACTLESS,7.81,0,0,legitimate,none,regular,none
TX_000000185,CARD_01481,2025-01-01T13:57:20,297.08,retail,ONLINE,2.48,0,0,legitimate,none,online,none
TX_000000186,CARD_01324,2025-01-01T13:59:38,803.95,retail,POS,32.16,0,0,legitimate,none,variable,none
TX_000000187,CARD_00129,2025-01-01T14:00:24,43.99,grocery,POS,4.24,0,0,legitimate,none,regular,none
TX_000000188,CARD_02750,2025-01-01T14:02:52,71.94,restaurant,CONTACTLESS,5.3,0,0,legitimate,none,regular,none
TX_000000189,CARD_00377,2025-01-01T14:06:25,443.41,fuel,CONTACTLESS,3031.98,1,0,legitimate,none,traveler,none
TX_000000190,CARD_01804,2025-01-01T14:07:05,2241.39,travel,CONTACTLESS,31.67,0,0,legitimate,none,high_spend,none
TX_000000191,CARD_00027,2025-01-01T14:08:00,48.18,grocery,POS,7.88,0,0,legitimate,none,online,none
TX_000000192,CARD_00911,2025-01-01T14:10:39,1334.26,services,POS,22.26,0,0,legitimate,none,variable,none
TX_000000193,CARD_00155,2025-01-01T14:11:48,192.89,retail,CONTACTLESS,6.87,0,0,legitimate,none,regular,none
TX_000000194,CARD_00104,2025-01-01T14:11:59,110.54,restaurant,POS,58.42,0,0,legitimate,none,traveler,none
TX_000000195,CARD_02339,2025-01-01T14:12:09,63.75,travel,POS,0.68,0,0,legitimate,none,online,none
TX_000000196,CARD_02661,2025-01-01T14:12:58,43.27,restaurant,ONLINE,1.64,0,0,legitimate,none,variable,none
TX_000000197,CARD_02496,2025-01-01T14:14:28,152.96,retail,ONLINE,0.67,0,0,legitimate,none,online,none
TX_000000198,CARD_00874,2025-01-01T14:14:31,40.92,retail,POS,23.59,0,0,legitimate,none,regular,none
TX_000000199,CARD_01197,2025-01-01T14:15:15,77.68,grocery,POS,9.3,0,0,legitimate,none,regular,none
TX_000000200,CARD_00705,2025-01-01T14:15:31,156.5,services,POS,3.55,0,0,legitimate,none,regular,none
TX_000000201,CARD_02786,2025-01-01T14:17:06,260.74,retail,POS,28.86,0,0,legitimate,none,high_spend,none
TX_000000202,CARD_02233,2025-01-01T14:18:01,171.21,grocery,POS,9.98,0,0,legitimate,none,regular,none
TX_000000203,CARD_00449,2025-01-01T14:18:02,179.44,fuel,POS,1.34,0,0,legitimate,none,regular,none
TX_000000204,CARD_01013,2025-01-01T14:19:46,130.81,grocery,CONTACTLESS,9.22,0,0,legitimate,none,online,none
TX_000000205,CARD_00692,2025-01-01T14:20:23,306.18,grocery,POS,276.09,0,0,legitimate,none,traveler,none
TX_000000206,CARD_02375,2025-01-01T14:22:35,207.91,grocery,CONTACTLESS,11.4,0,0,legitimate,none,regular,none
TX_000000207,CARD_01597,2025-01-01T14:22:48,66.09,grocery,POS,10.96,0,0,legitimate,none,regular,none
TX_000000208,CARD_01900,2025-01-01T14:22:50,95.57,grocery,CONTACTLESS,4.44,0,0,legitimate,none,regular,none
TX_000000209,CARD_01506,2025-01-01T14:23:47,190.66,restaurant,ONLINE,2.43,0,0,legitimate,none,online,none
TX_000000210,CARD_01011,2025-01-01T14:24:16,874.12,restaurant,ONLINE,4.55,0,0,legitimate,none,high_spend,none
TX_000000211,CARD_02031,2025-01-01T14:27:35,151.27,grocery,POS,3.77,0,0,legitimate,none,regular,none
TX_000000212,CARD_01110,2025-01-01T14:34:36,46.98,grocery,CONTACTLESS,25.16,0,0,legitimate,none,regular,none
TX_000000213,CARD_02695,2025-01-01T14:36:38,597.53,electronics,POS,7.92,0,0,legitimate,none,variable,none
TX_000000214,CARD_01870,2025-01-01T14:36:52,50.98,grocery,POS,30.84,0,0,legitimate,none,variable,none
TX_000000215,CARD_01082,2025-01-01T14:37:00,255.22,services,POS,279.06,0,0,legitimate,none,traveler,none
TX_000000216,CARD_01284,2025-01-01T14:41:27,149.84,restaurant,ONLINE,3.73,0,0,legitimate,none,high_spend,none
TX_000000217,CARD_02777,2025-01-01T14:41:32,782.7,other,POS,19.66,0,0,legitimate,none,high_spend,none
TX_000000218,CARD_00792,2025-01-01T14:42:14,76.18,grocery,ONLINE,1.85,0,0,legitimate,none,online,none
TX_000000219,CARD_00465,2025-01-01T14:46:10,770.5,travel,CONTACTLESS,7.8,0,0,legitimate,none,online,none
TX_000000220,CARD_01382,2025-01-01T14:46:27,69.17,restaurant,POS,13.4,0,0,legitimate,none,regular,none
TX_000000221,CARD_01000,2025-01-01T14:47:19,303.46,electronics,ONLINE,2.7,0,0,legitimate,none,regular,none
TX_000000222,CARD_00325,2025-01-01T14:48:22,529.26,retail,ATM,60.74,0,0,legitimate,none,variable,none
TX_000000223,CARD_02181,2025-01-01T14:48:54,141.54,services,CONTACTLESS,50.25,0,0,legitimate,none,variable,none
TX_000000224,CARD_01243,2025-01-01T14:51:01,82.27,grocery,POS,12.55,0,0,legitimate,none,regular,none
TX_000000225,CARD_01161,2025-01-01T14:51:42,43.05,grocery,POS,21.31,0,0,legitimate,none,regular,none
TX_000000226,CARD_00307,2025-01-01T14:53:28,208.53,retail,POS,8.17,0,0,legitimate,none,online,none
TX_000000227,CARD_02367,2025-01-01T14:53:30,63.62,pharmacy,CONTACTLESS,8.46,0,0,legitimate,none,regular,none
TX_000000228,CARD_02524,2025-01-01T14:55:27,886.81,travel,POS,15.46,0,0,legitimate,none,high_spend,none
TX_000000229,CARD_00323,2025-01-01T14:55:41,56.74,restaurant,CONTACTLESS,1.61,0,0,legitimate,none,regular,none
