example_id,transaction_id,target_timestamp,y_true,risk_score,split,fraud_type,hard_negative_type
EX_000000051,TX_000051259,2025-04-07T13:26:06,0,0.01876540295779705,train,legitimate,none
EX_000000052,TX_000052867,2025-04-10T13:38:24,0,1.6201527614612132e-05,train,legitimate,none
EX_000000053,TX_000054697,2025-04-13T19:47:46,0,0.00037081673508509994,train,legitimate,none
EX_000000054,TX_000056023,2025-04-16T12:35:43,0,0.022033179178833961,train,legitimate,none
EX_000000055,TX_000057752,2025-04-19T15:48:02,0,0.7654913067817688,train,legitimate,none
EX_000000056,TX_000060972,2025-04-25T17:53:45,0,0.0014442516257986426,train,legitimate,none
EX_000000057,TX_000063961,2025-05-01T12:58:10,0,2.2284637452685274e-05,train,legitimate,none
EX_000000058,TX_000065317,2025-05-03T20:22:07,0,0.0015826155431568623,train,legitimate,none
EX_000000059,TX_000066530,2025-05-06T09:40:47,0,0.0012256561312824488,train,legitimate,none
EX_000000078,TX_000002169,2025-01-05T10:03:27,0,0.0014215375995263457,train,legitimate,none
EX_000000079,TX_000006352,2025-01-13T07:21:44,0,0.00029515993082895875,train,legitimate,none
EX_000000080,TX_000007440,2025-01-15T11:37:33,0,0.00029521904070861638,train,legitimate,none
EX_000000081,TX_000011540,2025-01-22T19:22:10,0,0.00039847113657742739,train,legitimate,none
EX_000000082,TX_000012847,2025-01-25T11:01:15,0,0.0012443650048226118,train,legitimate,none
EX_000000083,TX_000015611,2025-01-30T15:17:29,0,0.012854867614805698,train,legitimate,none
EX_000000084,TX_000022908,2025-02-13T07:52:06,0,0.0010504273232072592,train,legitimate,none
EX_000000085,TX_000034000,2025-03-05T18:16:07,0,0.0014893265906721354,train,legitimate,none
EX_000000086,TX_000036625,2025-03-10T18:07:16,0,0.0046160728670656681,train,legitimate,none
EX_000000087,TX_000049099,2025-04-03T11:14:47,0,0.49585282802581787,train,legitimate,none
EX_000000088,TX_000050229,2025-04-05T14:14:37,0,0.00022047449601814151,train,legitimate,none
EX_000000089,TX_000052994,2025-04-10T17:02:59,0,0.0039236117154359818,train,legitimate,none
EX_000000090,TX_000055005,2025-04-14T12:59:05,0,0.00017154210945591331,train,legitimate,none
EX_000000091,TX_000059665,2025-04-23T10:38:27,0,0.062373775988817215,train,legitimate,none
EX_000000092,TX_000064552,2025-05-02T14:16:06,0,0.47863847017288208,train,legitimate,none
EX_000000093,TX_000065943,2025-05-05T06:22:58,0,0.90324848890304565,train,legitimate,none
EX_000000104,TX_000003298,2025-01-07T11:38:09,0,0.009349387139081955,train,legitimate,none
EX_000000105,TX_000005263,2025-01-11T00:27:45,0,0.0036427855957299471,train,legitimate,none
EX_000000106,TX_000018519,2025-02-05T01:41:35,0,0.59102976322174072,train,legitimate,none
EX_000000107,TX_000019339,2025-02-06T15:26:40,0,0.0024371938779950142,train,legitimate,none
EX_000000108,TX_000029665,2025-02-25T19:09:15,0,0.84550267457962036,train,legitimate,legitimate_micro_purchases
EX_000000109,TX_000029667,2025-02-25T19:15:15,0,0.48111602663993835,train,legitimate,legitimate_micro_purchases
EX_000000110,TX_000029672,2025-02-25T19:21:15,0,0.254325270652771,train,legitimate,legitimate_micro_purchases
EX_000000111,TX_000029673,2025-02-25T19:24:15,0,0.99069440364837646,train,legitimate,legitimate_micro_purchases
EX_000000112,TX_000029674,2025-02-25T19:25:15,0,0.99945861101150513,train,legitimate,legitimate_micro_purchases
EX_000000113,TX_000029679,2025-02-25T19:33:15,0,0.99995040893554688,train,legitimate,legitimate_micro_purchases
EX_000000114,TX_000030321,2025-02-27T01:02:53,0,0.0047244145534932613,train,legitimate,none
EX_000000115,TX_000030875,2025-02-27T22:11:21,0,0.42422559857368469,train,legitimate,none
EX_000000116,TX_000034884,2025-03-07T14:02:33,0,4.560740853776224e-05,train,legitimate,none
EX_000000117,TX_000039591,2025-03-16T11:02:25,0,7.5095368856636924e-07,train,legitimate,none
EX_000000118,TX_000043922,2025-03-24T13:45:46,0,6.225088145583868e-05,train,legitimate,none
EX_000000119,TX_000046579,2025-03-29T15:11:22,0,0.00025923980865627527,train,legitimate,none
EX_000000120,TX_000052878,2025-04-10T13:52:36,0,0.00034459406742826104,train,legitimate,none
EX_000000121,TX_000058368,2025-04-20T18:50:08,0,5.0661637942539528e-06,train,legitimate,none
EX_000000122,TX_000062661,2025-04-28T21:17:27,0,0.00014405394904315472,train,legitimate,none
EX_000000123,TX_000062982,2025-04-29T14:41:53,0,0.34222057461738586,train,legitimate,none
EX_000000129,TX_000001171,2025-01-03T12:48:00,0,0.61034524440765381,train,legitimate,none
EX_000000130,TX_000001301,2025-01-03T15:56:38,0,0.0024142577312886715,train,legitimate,none
EX_000000131,TX_000002218,2025-01-05T11:44:27,0,0.0035308427177369595,train,legitimate,none
EX_000000132,TX_000004433,2025-01-09T14:20:36,0,8.0590645666234195e-05,train,legitimate,none
EX_000000133,TX_000007020,2025-01-14T14:16:12,0,0.0010247124591842294,train,legitimate,legitimate_shopping_spree
EX_000000134,TX_000007046,2025-01-14T14:45:12,0,0.01206187903881073,train,legitimate,legitimate_shopping_spree
EX_000000135,TX_000007053,2025-01-14T14:55:12,0,0.14207261800765991,train,legitimate,legitimate_shopping_spree
EX_000000136,TX_000007055,2025-01-14T14:56:12,0,0.021631302312016487,train,legitimate,legitimate_shopping_spree
EX_000000137,TX_000007069,2025-01-14T15:16:12,0,0.012645085342228413,train,legitimate,legitimate_shopping_spree
EX_000000138,TX_000009490,2025-01-19T01:14:08,0,7.5824675150215626e-05,train,legitimate,none
EX_000000139,TX_000010164,2025-01-20T13:03:19,0,0.0077478387393057346,train,legitimate,none
EX_000000140,TX_000018845,2025-02-05T16:22:55,0,0.00071521470090374351,train,legitimate,none
EX_000000141,TX_000031628,2025-03-01T13:11:42,0,1.6742793604862527e-06,train,legitimate,none
EX_000000142,TX_000033873,2025-03-05T15:32:28,0,0.0055298968218266964,train,legitimate,none
EX_000000143,TX_000034459,2025-03-06T16:40:34,0,0.00010230297630187124,train,legitimate,none
EX_000000144,TX_000037199,2025-03-11T18:09:55,0,0.01977045089006424,train,legitimate,none
EX_000000145,TX_000037609,2025-03-12T15:06:16,0,0.0072926292195916176,train,legitimate,none
EX_000000146,TX_000044634,2025-03-25T19:10:15,0,3.6718134651891887e-05,train,legitimate,none
EX_000000147,TX_000046599,2025-03-29T15:38:02,0,3.5177665267838165e-05,train,legitimate,none
EX_000000148,TX_000048238,2025-04-01T16:21:26,0,4.9349222535965964e-05,train,legitimate,none
EX_000000149,TX_000049056,2025-04-03T08:48:24,0,0.0063468888401985168,train,legitimate,none
EX_000000150,TX_000049232,2025-04-03T14:52:47,0,0.00024500690051354468,train,legitimate,none
EX_000000151,TX_000049798,2025-04-04T16:12:10,0,1.511689060862409e-05,train,legitimate,none
EX_000000152,TX_000053523,2025-04-11T16:48:10,0,0.00013253634097054601,train,legitimate,none
EX_000000153,TX_000055838,2025-04-15T21:54:46,0,0.0014761117054149508,train,legitimate,none
EX_000000154,TX_000056792,2025-04-17T17:52:08,0,9.1346315457485616e-05,train,legitimate,none
EX_000000155,TX_000059459,2025-04-22T19:13:18,0,0.00012565763609018177,train,legitimate,none
EX_000000156,TX_000064697,2025-05-02T17:44:15,0,0.00012022930604871362,train,legitimate,none
EX_000000157,TX_000066349,2025-05-05T19:35:31,0,0.00027839621179737151,train,legitimate,none
EX_000000164,TX_000004723,2025-01-10T02:33:03,0,0.0028809616342186928,train,legitimate,none
EX_000000165,TX_000007933,2025-01-16T09:57:10,0,0.0011022173566743731,train,legitimate,none
EX_000000166,TX_000009667,2025-01-19T13:30:28,0,0.0041908379644155502,train,legitimate,none
EX_000000167,TX_000011019,2025-01-21T19:54:06,0,0.0023284060880541801,train,legitimate,none
EX_000000168,TX_000011310,2025-01-22T14:10:36,0,0.016859449446201324,train,legitimate,none
EX_000000169,TX_000011827,2025-01-23T12:35:59,0,0.011026791296899319,train,legitimate,none
EX_000000170,TX_000014359,2025-01-28T07:07:06,0,0.068752080202102661,train,legitimate,none
EX_000000171,TX_000014648,2025-01-28T17:06:30,0,0.30367720127105713,train,legitimate,none
EX_000000172,TX_000015359,2025-01-30T04:10:22,0,0.17640474438667297,train,legitimate,none
EX_000000173,TX_000017357,2025-02-02T18:40:38,0,0.39800289273262024,train,legitimate,none
EX_000000174,TX_000017961,2025-02-03T22:42:05,0,0.0011181579902768135,train,legitimate,none
EX_000000175,TX_000022007,2025-02-11T16:02:03,0,0.00035915547050535679,train,legitimate,none
EX_000000176,TX_000030113,2025-02-26T16:54:08,0,0.00065519189229235053,train,legitimate,none
EX_000000177,TX_000031996,2025-03-02T08:27:27,0,1.189448175864527e-05,train,legitimate,none
EX_000000178,TX_000034225,2025-03-06T10:08:02,0,0.0036908797919750214,train,legitimate,none
EX_000000179,TX_000041420,2025-03-19T17:33:53,0,0.011756616644561291,train,legitimate,none
EX_000000180,TX_000041623,2025-03-20T04:34:41,0,0.031364373862743378,train,legitimate,none
EX_000000181,TX_000047524,2025-03-31T11:57:50,0,0.28737103939056396,train,legitimate,none
EX_000000182,TX_000049989,2025-04-04T21:52:28,1,0.38331112265586853,train,amount_anomaly,none
EX_000000183,TX_000055549,2025-04-15T13:48:13,0,0.058422122150659561,train,legitimate,none
EX_000000184,TX_000057363,2025-04-18T19:42:16,0,0.026586342602968216,train,legitimate,none
EX_000000185,TX_000059129,2025-04-22T10:04:58,0,0.30441614985466003,train,legitimate,none
EX_000000186,TX_000059763,2025-04-23T13:39:39,0,0.9896131157875061,train,legitimate,none
EX_000000187,TX_000060166,2025-04-24T10:13:33,0,0.0040451022796332836,train,legitimate,none
EX_000000188,TX_000061190,2025-04-26T08:34:50,0,0.1459769606590271,train,legitimate,none
EX_000000189,TX_000062309,2025-04-28T12:21:59,0,0.00033538643037900329,train,legitimate,none
EX_000000204,TX_000009224,2025-01-18T16:03:43,0,9.1216934379190207e-06,train,legitimate,none
EX_000000205,TX_000012842,2025-01-25T10:45:37,0,0.0088380025699734688,train,legitimate,none
EX_000000206,TX_000013430,2025-01-26T12:26:20,0,6.2316983530763537e-05,train,legitimate,none
EX_000000207,TX_000016422,2025-01-31T23:57:16,0,0.00095259468071162701,train,legitimate,none
EX_000000208,TX_000018563,2025-02-05T07:03:44,0,0.13948383927345276,train,legitimate,none
EX_000000209,TX_000034174,2025-03-06T06:29:42,0,4.6318573367898352e-06,train,legitimate,none
EX_000000210,TX_000035201,2025-03-08T05:01:49,0,1.8517368516768329e-05,train,legitimate,none
EX_000000211,TX_000038536,2025-03-14T12:03:04,0,0.0022342328447848558,train,legitimate,none
EX_000000212,TX_000047290,2025-03-30T19:47:44,0,0.1011849045753479,train,legitimate,none
EX_000000213,TX_000049051,2025-04-03T08:17:11,0,0.00011672673281282187,train,legitimate,none
EX_000000214,TX_000049291,2025-04-03T16:18:56,0,0.24951557815074921,train,legitimate,none
EX_000000215,TX_000054762,2025-04-13T21:24:40,0,0.00074071489507332444,train,legitimate,none
EX_000000216,TX_000060309,2025-04-24T14:22:49,0,0.12836484611034393,train,legitimate,none
EX_000000217,TX_000063023,2025-04-29T15:43:43,0,0.1750456839799881,train,legitimate,none
EX_000000218,TX_000063612,2025-04-30T17:27:10,0,0.0049254242330789566,train,legitimate,none
EX_000000219,TX_000064469,2025-05-02T11:30:44,0,0.0036171304527670145,train,legitimate,none
EX_000000235,TX_000004039,2025-01-08T17:32:27,0,0.0078884270042181015,train,legitimate,none
EX_000000236,TX_000004190,2025-01-08T22:58:13,0,0.019769860431551933,train,legitimate,none
EX_000000237,TX_000004421,2025-01-09T13:55:12,0,0.01112226489931345,train,legitimate,none
EX_000000238,TX_000004527,2025-01-09T16:45:51,0,0.60186564922332764,train,legitimate,none
EX_000000239,TX_000005947,2025-01-12T12:54:40,0,0.0046736793592572212,train,legitimate,none
EX_000000240,TX_000007410,2025-01-15T10:10:02,0,0.034699950367212296,train,legitimate,none
EX_000000241,TX_000007512,2025-01-15T13:42:01,0,0.0018324039410799742,train,legitimate,none
EX_000000242,TX_000008607,2025-01-17T13:17:44,0,0.0047707739286124706,train,legitimate,none
EX_000000243,TX_000009687,2025-01-19T14:04:47,0,0.0019950715359300375,train,legitimate,none
EX_000000244,TX_000010115,2025-01-20T11:10:01,0,0.00036611995892599225,train,legitimate,none
EX_000000245,TX_000011373,2025-01-22T15:40:10,0,0.00013124500401318073,train,legitimate,none
EX_000000246,TX_000013325,2025-01-26T05:45:27,0,0.0047353869304060936,train,legitimate,none
EX_000000247,TX_000014225,2025-01-27T19:21:44,0,0.00045317082549445331,train,legitimate,none
EX_000000248,TX_000016463,2025-02-01T06:41:27,0,0.014812744222581387,train,legitimate,none
EX_000000249,TX_000017217,2025-02-02T14:59:57,0,0.00018221416394226253,train,legitimate,none
EX_000000250,TX_000018034,2025-02-04T07:58:35,0,2.7983549443888478e-05,train,legitimate,none
EX_000000251,TX_000020871,2025-02-09T14:42:23,0,0.07161538302898407,train,legitimate,none
EX_000000252,TX_000024318,2025-02-15T16:19:29,0,6.9492678449023515e-05,train,legitimate,none
EX_000000253,TX_000029214,2025-02-24T23:41:27,0,0.0025894134305417538,train,legitimate,none
EX_000000254,TX_000032767,2025-03-03T15:25:45,0,0.081222489476203918,train,legitimate,none
EX_000000255,TX_000033119,2025-03-04T10:08:50,0,0.00030916492687538266,train,legitimate,none
EX_000000256,TX_000034166,2025-03-06T05:18:53,0,0.00066786643583327532,train,legitimate,none
EX_000000257,TX_000035224,2025-03-08T08:11:00,0,0.55557352304458618,train,legitimate,none
EX_000000258,TX_000038184,2025-03-13T16:34:33,0,7.3733797762542963e-05,train,legitimate,none
EX_000000259,TX_000038237,2025-03-13T17:30:11,0,0.028265835717320442,train,legitimate,none
EX_000000260,TX_000042203,2025-03-21T10:17:34,0,0.01748371310532093,train,legitimate,none
EX_000000261,TX_000043425,2025-03-23T14:40:21,0,0.16257728636264801,train,legitimate,none
EX_000000262,TX_000044702,2025-03-25T21:47:37,0,6.4721869421191514e-05,train,legitimate,none
EX_000000263,TX_000047876,2025-03-31T21:30:10,0,0.025827251374721527,train,legitimate,none
EX_000000264,TX_000049054,2025-04-03T08:27:27,0,0.00037320243427529931,train,legitimate,none
EX_000000265,TX_000051271,2025-04-07T13:43:45,0,0.00022157689090818167,train,legitimate,none
EX_000000266,TX_000052730,2025-04-10T09:52:21,0,9.8869582870975137e-05,train,legitimate,none
EX_000000267,TX_000056007,2025-04-16T12:12:17,0,8.7978143710643053e-05,train,legitimate,none
EX_000000268,TX_000056258,2025-04-16T18:14:49,0,0.00042151461821049452,train,legitimate,none
EX_000000269,TX_000057776,2025-04-19T16:25:12,0,0.00085922598373144865,train,legitimate,none
EX_000000270,TX_000059217,2025-04-22T13:05:32,0,0.0059660580009222031,train,legitimate,none
EX_000000271,TX_000060100,2025-04-24T05:55:39,0,0.013522298075258732,train,legitimate,none
EX_000000272,TX_000060550,2025-04-24T21:10:07,0,0.018219368532299995,train,legitimate,none
EX_000000282,TX_000003939,2025-01-08T15:22:41,0,0.0026359891053289175,train,legitimate,none
EX_000000283,TX_000011190,2025-01-22T10:09:11,0,0.001143253524787724,train,legitimate,none
EX_000000284,TX_000014645,2025-01-28T17:02:03,0,0.00048925960436463356,train,legitimate,none
EX_000000285,TX_000016586,2025-02-01T12:38:14,0,0.0008360484498552978,train,legitimate,none
EX_000000286,TX_000019868,2025-02-07T15:47:46,0,0.12232087552547455,train,legitimate,none
EX_000000287,TX_000021919,2025-02-11T13:54:27,0,0.0073715909384191036,train,legitimate,none
EX_000000288,TX_000023506,2025-02-14T10:02:25,0,0.0022704373113811016,train,legitimate,none
EX_000000289,TX_000025249,2025-02-17T13:27:04,0,0.0013681685086339712,train,legitimate,none
EX_000000290,TX_000026420,2025-02-19T16:43:28,0,0.0002896453661378473,train,legitimate,none
EX_000000291,TX_000027746,2025-02-22T08:58:07,0,0.0042011565528810024,train,legitimate,none
EX_000000292,TX_000029979,2025-02-26T13:30:32,0,0.24378795921802521,train,legitimate,none
EX_000000293,TX_000030572,2025-02-27T14:41:38,0,0.0026529622264206409,train,legitimate,none
EX_000000294,TX_000031642,2025-03-01T13:31:03,0,0.02826591394841671,train,legitimate,none
EX_000000295,TX_000036909,2025-03-11T10:51:30,0,0.00057162041775882244,train,legitimate,none
EX_000000296,TX_000050325,2025-04-05T16:57:47,0,0.18878942728042603,train,legitimate,none
EX_000000297,TX_000052279,2025-04-09T13:26:31,0,0.88508826494216919,train,legitimate,none
EX_000000298,TX_000053519,2025-04-11T16:45:40,0,0.00037018625880591571,train,legitimate,none
EX_000000299,TX_000058887,2025-04-21T18:22:33,0,8.9301465777680278e-05,train,legitimate,none
EX_000000304,TX_000005519,2025-01-11T14:49:57,0,0.010155766271054745,train,legitimate,none
EX_000000305,TX_000005753,2025-01-11T21:48:54,0,0.0048071239143610001,train,legitimate,none
EX_000000306,TX_000005984,2025-01-12T13:51:15,0,0.0016686295857653022,train,legitimate,none
EX_000000307,TX_000008314,2025-01-16T19:47:12,0,8.1891594163607806e-05,train,legitimate,none
EX_000000308,TX_000011649,2025-01-22T23:40:30,0,0.0044698584824800491,train,legitimate,none
EX_000000309,TX_000020793,2025-02-09T12:52:33,0,0.00014064618153497577,train,legitimate,none
EX_000000310,TX_000022229,2025-02-11T23:09:29,0,0.00010138358629774302,train,legitimate,none
EX_000000311,TX_000036670,2025-03-10T19:16:53,0,0.0013186075957491994,train,legitimate,none
EX_000000312,TX_000037263,2025-03-11T20:12:13,0,0.00062571989838033915,train,legitimate,none
EX_000000313,TX_000038311,2025-03-13T19:47:24,0,0.0010854240972548723,train,legitimate,none
EX_000000314,TX_000038948,2025-03-15T01:55:53,0,0.46776825189590454,train,legitimate,none
EX_000000315,TX_000040320,2025-03-17T16:17:27,0,0.00039956928230822086,train,legitimate,none
EX_000000316,TX_000040556,2025-03-18T05:57:59,0,0.00010306722833774984,train,legitimate,none
EX_000000317,TX_000044379,2025-03-25T12:14:17,0,0.45217373967170715,train,legitimate,none
EX_000000318,TX_000046237,2025-03-28T21:08:13,0,0.0076914718374609947,train,legitimate,none
EX_000000319,TX_000048170,2025-04-01T14:38:29,0,0.00017714989371597767,train,legitimate,none
EX_000000320,TX_000049196,2025-04-03T14:00:01,0,1.3169602425477933e-05,train,legitimate,none
EX_000000321,TX_000051017,2025-04-06T21:35:32,0,0.031787455081939697,train,legitimate,none
EX_000000322,TX_000052592,2025-04-09T21:41:13,0,0.0014215065166354179,train,legitimate,none
EX_000000323,TX_000054232,2025-04-12T22:13:15,0,7.3327641985088121e-06,train,legitimate,none
EX_000000324,TX_000066918,2025-05-06T20:18:07,0,0.61528289318084717,train,legitimate,none
EX_000000335,TX_000008277,2025-01-16T18:44:36,0,0.00075331481639295816,train,legitimate,none
EX_000000336,TX_000010118,2025-01-20T11:13:06,0,0.00052986014634370804,train,legitimate,none
EX_000000337,TX_000010232,2025-01-20T14:44:09,0,0.00087109958985820413,train,legitimate,none
EX_000000338,TX_000010704,2025-01-21T11:59:57,0,0.0033733053132891655,train,legitimate,none
EX_000000339,TX_000011698,2025-01-23T07:09:20,0,0.0027036601677536964,train,legitimate,none
EX_000000340,TX_000018053,2025-02-04T09:22:03,0,0.0015762511175125837,train,legitimate,none
EX_000000341,TX_000030070,2025-02-26T15:48:15,0,0.00024565248168073595,train,legitimate,none
EX_000000342,TX_000031672,2025-03-01T14:14:14,0,0.0054165092296898365,train,legitimate,none
EX_000000343,TX_000033396,2025-03-04T17:18:05,0,9.6967807621695101e-05,train,legitimate,none
EX_000000344,TX_000033742,2025-03-05T12:27:52,0,0.020843975245952606,train,legitimate,none
EX_000000345,TX_000040122,2025-03-17T11:02:01,0,0.00013205721916165203,train,legitimate,none
EX_000000346,TX_000041194,2025-03-19T12:44:26,0,0.0019113526213914156,train,legitimate,none
EX_000000347,TX_000042161,2025-03-21T08:40:53,0,0.0015297404024749994,train,legitimate,none
EX_000000348,TX_000043462,2025-03-23T15:36:35,0,0.0031586030963808298,train,legitimate,none
EX_000000349,TX_000044420,2025-03-25T13:31:09,0,0.0017217309214174747,train,legitimate,none
EX_000000350,TX_000048653,2025-04-02T14:11:33,0,0.0021156964357942343,train,legitimate,none
EX_000000351,TX_000063319,2025-04-30T08:59:49,0,0.00051480229012668133,train,legitimate,none
EX_000000361,TX_000010893,2025-01-21T16:59:36,0,0.049687683582305908,train,legitimate,none
EX_000000362,TX_000018311,2025-02-04T17:10:11,0,0.0097343763336539268,train,legitimate,none
EX_000000363,TX_000019267,2025-02-06T13:41:59,0,0.00069520960096269846,train,legitimate,none
EX_000000364,TX_000039052,2025-03-15T10:53:56,0,0.00012274712207727134,train,legitimate,none
EX_000000365,TX_000039856,2025-03-16T17:51:33,0,0.0027327816933393478,train,legitimate,none
EX_000000366,TX_000043860,2025-03-24T12:02:50,0,0.10993684828281403,train,legitimate,none
EX_000000367,TX_000045617,2025-03-27T17:14:11,0,0.00022172038734424859,train,legitimate,none
EX_000000368,TX_000050527,2025-04-06T02:16:01,0,7.5504678534343839e-05,train,legitimate,none
EX_000000369,TX_000054443,2025-04-13T12:54:06,0,0.066980168223381042,train,legitimate,none
EX_000000370,TX_000055468,2025-04-15T11:31:00,0,0.00025300364359281957,train,legitimate,none
EX_000000371,TX_000061878,2025-04-27T14:45:27,0,0.44037634134292603,train,legitimate,none
EX_000000372,TX_000062324,2025-04-28T12:53:27,0,0.0027820081450045109,train,legitimate,none
EX_000000383,TX_000002440,2025-01-05T16:57:35,1,0.94340956211090088,train,testing_cashout,none
EX_000000384,TX_000002446,2025-01-05T17:04:35,1,0.99422615766525269,train,testing_cashout,none
EX_000000385,TX_000002450,2025-01-05T17:10:35,1,0.99929201602935791,train,testing_cashout,none
EX_000000386,TX_000002453,2025-01-05T17:16:35,1,0.99990952014923096,train,testing_cashout,none
EX_000000387,TX_000002455,2025-01-05T17:22:35,1,0.99998235702514648,train,testing_cashout,none
EX_000000388,TX_000002467,2025-01-05T17:40:35,1,0.99999964237213135,train,testing_cashout,none
EX_000000389,TX_000008643,2025-01-17T14:23:16,0,0.66639107465744019,train,legitimate,none
EX_000000390,TX_000010293,2025-01-20T16:01:16,0,6.2522405642084777e-05,train,legitimate,none
EX_000000391,TX_000010703,2025-01-21T11:58:45,0,0.0053369798697531223,train,legitimate,none
EX_000000392,TX_000012609,2025-01-24T18:32:10,0,0.0014897719956934452,train,legitimate,none
EX_000000393,TX_000015985,2025-01-31T09:15:40,0,0.0020880426745861769,train,legitimate,none
EX_000000394,TX_000023195,2025-02-13T16:14:02,0,9.807265450945124e-05,train,legitimate,none
EX_000000395,TX_000024887,2025-02-16T17:08:24,0,0.0037422156892716885,train,legitimate,none
EX_000000396,TX_000026326,2025-02-19T14:05:48,0,0.02979726530611515,train,legitimate,none
EX_000000397,TX_000030521,2025-02-27T13:30:52,0,0.00018367508891969919,train,legitimate,none
EX_000000398,TX_000031962,2025-03-02T04:51:45,0,0.00068760110298171639,train,legitimate,none
EX_000000399,TX_000032986,2025-03-03T21:39:34,0,0.32971090078353882,train,legitimate,none
EX_000000400,TX_000034297,2025-03-06T12:37:35,0,0.026013683527708054,train,legitimate,none
EX_000000401,TX_000037963,2025-03-13T10:47:55,0,0.56857430934906006,train,legitimate,none
EX_000000402,TX_000039807,2025-03-16T16:30:28,0,0.0023237981367856264,train,legitimate,none
EX_000000403,TX_000041285,2025-03-19T14:42:18,0,9.9165874416939914e-05,train,legitimate,none
EX_000000404,TX_000041410,2025-03-19T17:18:00,0,0.0015188298420980573,train,legitimate,none
EX_000000405,TX_000045503,2025-03-27T14:53:03,0,0.0010436861775815487,train,legitimate,none
