example_id,historical_mean_amount,historical_std_amount,historical_max_amount,historical_transaction_count,current_vs_mean_amount_ratio,amount_zscore_personal,historical_mean_distance,distance_ratio_to_typical,current_channel_frequency_history,current_channel_is_unusual,current_merchant_frequency_history,current_merchant_is_unusual,tx_count_1h,tx_count_6h,tx_count_24h,tx_count_7d,amount_mean_24h,amount_max_24h,amount_sum_24h,merchant_diversity_24h,channel_diversity_24h,international_count_24h,has_short_history
EX_000000022,1055.0427272727275,1396.575312496387,5036.17,22.0,0.24031254227532356,-0.5739058395927367,36.37681818181819,0.4494620699996251,0.45454545454545453,0.0,0.09090909090909091,0.0,0.0,1.0,1.0,2.0,2712.13,2712.13,2712.13,1.0,1.0,0.0,0.0
EX_000000023,1020.194782608696,1375.6227550296585,5036.17,23.0,0.2409931948204264,-0.5628976256590065,35.50608695652174,1.3445581896551724,0.17391304347826086,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000024,987.9308333333332,1355.5193413255447,5036.17,24.0,0.13635569966520938,-0.629442020723201,36.01583333333333,0.38149887780837133,0.4583333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000025,953.8019999999998,1338.614967670689,5036.17,25.0,0.6229385134440901,-0.2686672483767378,35.1248,0.549184621691796,0.2,0.0,0.16,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000026,939.9696153846152,1314.440776871936,5036.17,26.0,0.22704989236558795,-0.5527442758688867,34.51576923076923,0.2795823536622057,0.46153846153846156,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000027,913.0603703703702,1297.1470389180777,5036.17,27.0,1.1794510362586064,0.12631538654730567,33.59481481481481,0.10924304897140212,0.2222222222222222,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000028,42.45,0.0,42.45,1.0,4.2607773851590105,0.0,0.48,839.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,1.0
EX_000000029,111.66,69.21000000000001,180.87,2.0,2.4905068959340855,2.404710301979482,201.66,0.02732321729643955,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,nan,nan,0.0,0.0,0.0,0.0,1.0
EX_000000030,167.13666666666666,96.6885230463724,278.09,3.0,0.9106320177100576,-0.1544823128542666,136.27666666666667,0.16980162903896484,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000031,163.40249999999997,83.98413462523739,278.09,4.0,0.27398601612582435,-1.4125584615400761,107.99249999999999,0.003426163853971341,0.5,0.0,0.25,0.0,0.0,0.0,0.0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000032,139.676,88.85074622083935,278.09,5.0,0.4325009307253931,-0.892125315447364,86.46799999999999,0.010871073692001666,0.6,0.0,0.4,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000033,126.46499999999997,86.32129048888613,278.09,6.0,0.3133673348357254,-1.0059511333554494,72.21333333333332,0.14484859675036932,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000034,114.05999999999997,85.49964093491855,278.09,7.0,0.34446782395230585,-0.8745065965471615,63.39142857142856,0.02650200567900122,0.5714285714285714,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000035,104.71374999999999,83.71309185806899,278.09,8.0,6.677442074226165,7.101711772967998,55.677499999999995,0.04741592205109785,0.375,0.0,0.0,1.0,0.0,0.0,1.0,2.0,39.29,39.29,39.29,1.0,1.0,0.0,0.0
EX_000000036,170.76999999999998,202.82172845465382,699.22,9.0,0.17813433272823098,-0.691987002918077,49.78444444444444,0.01627014239164398,0.0,1.0,0.4444444444444444,0.0,0.0,0.0,1.0,3.0,699.22,699.22,699.22,1.0,1.0,0.0,0.0
EX_000000037,156.73499999999999,196.96654336460293,699.22,10.0,1.0353143841515937,0.028101219148443084,44.88699999999999,0.0017822532136253261,0.5,0.0,0.0,1.0,0.0,0.0,0.0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000038,157.2381818181818,187.80697130144424,699.22,11.0,0.4486187717533332,-0.4616345240934892,40.813636363636355,0.44764450384229876,0.09090909090909091,0.0,0.45454545454545453,0.0,0.0,0.0,1.0,2.0,162.27,162.27,162.27,1.0,1.0,0.0,0.0
EX_000000039,150.01333333333332,181.4010833913501,699.22,12.0,0.9782463780997246,-0.01798960222466306,38.934999999999995,105.80454603826892,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000040,149.76230769230767,174.28669282155352,699.22,13.0,0.8475430297240244,-0.1310043086059641,352.8246153846154,0.007199044197160498,0.5384615384615384,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,3.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000041,148.13142857142856,168.04976821751103,699.22,14.0,3.038922964163099,1.797256697418638,327.80428571428575,0.010311030536513511,0.5714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,3.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000042,168.26666666666662,178.980443090548,699.22,15.0,0.42361331220285275,-0.5418841577992971,306.17600000000004,0.01580790133779264,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000043,162.20499999999998,174.88004778275882,699.22,16.0,1.1014457014272063,0.09409306669701338,287.3425,0.008178393380721613,0.5625,0.0,0.4375,0.0,0.0,0.0,1.0,1.0,71.28,71.28,71.28,1.0,1.0,0.0,0.0
EX_000000044,163.17294117647057,169.70273964874775,699.22,17.0,0.9227020050902328,-0.07432373338566572,270.57823529411763,0.008167693153877427,0.23529411764705882,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000045,162.4722222222222,164.94672296618674,699.22,18.0,1.3894682851769535,0.38362555278378846,255.6688888888889,0.015840801036062266,0.5555555555555556,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000046,165.80263157894734,161.16792840297467,699.22,19.0,0.5759860328545354,-0.4362073290609459,242.4257894736842,0.04883968832567318,0.15789473684210525,0.0,0.47368421052631576,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000047,162.28749999999997,157.83254714649323,699.22,20.0,1.9330509127320346,0.959387038590059,230.8965,0.007189368396662573,0.55,0.0,0.1,0.0,0.0,0.0,1.0,2.0,95.5,95.5,95.5,1.0,1.0,0.0,0.0
EX_000000048,169.49809523809523,157.36811347674288,699.22,21.0,1.056295055991639,0.06063429592625154,219.9804761904762,0.017683387486768308,0.23809523809523808,0.0,0.47619047619047616,0.0,0.0,0.0,2.0,3.0,204.605,313.71,409.21,2.0,2.0,0.0,0.0
EX_000000049,169.93181818181816,153.76281843494496,699.22,22.0,1.081198341580848,0.08973679045834908,210.15818181818184,0.008898059470355662,0.5454545454545454,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,3.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000050,170.53173913043477,150.40932662606352,699.22,23.0,3.2439709043069893,2.544179070895827,201.1021739130435,0.00815505853611078,0.5652173913043478,0.0,0.043478260869565216,0.0,0.0,0.0,1.0,4.0,183.73,183.73,183.73,1.0,1.0,0.0,0.0
EX_000000051,186.47625000000002,165.91435377960573,699.22,24.0,2.469161622458624,1.651235976628779,192.79125,0.004408913786284388,0.5833333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000052,197.4348,171.1976212245953,699.22,25.0,0.19170885781027458,-0.9321671578055377,185.11360000000002,0.0031872320564237306,0.6,0.0,0.04,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000053,191.2969230769231,170.65523435748892,699.22,26.0,0.7475290124896455,-0.28300874133019915,178.01653846153846,0.012077529529451672,0.15384615384615385,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000054,189.50814814814817,167.71333951754164,699.22,27.0,1.3254839037508404,0.36778143008356434,171.50296296296295,0.08629588518069012,0.18518518518518517,0.0,0.14814814814814814,0.0,0.0,0.0,0.0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000055,191.71107142857142,165.0885482387144,699.22,28.0,2.624835364229281,1.8868596998079357,165.90642857142856,0.05370497139093035,0.21428571428571427,0.0,0.0,1.0,0.0,0.0,0.0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000056,202.45241379310343,171.88649734646313,699.22,29.0,0.36176402458134055,-0.7517310305803507,160.49275862068964,0.001806935107180687,0.5517241379310345,0.0,0.3793103448275862,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000057,198.14533333333333,170.5816901806548,699.22,30.0,0.5124016715003802,-0.5663874782282478,155.15266666666668,0.009281181116233902,0.5666666666666667,0.0,0.1,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000058,195.02870967741933,168.67384061558712,699.22,31.0,3.5746531941533837,2.9769363671925473,150.1941935483871,0.06165351523404109,0.1935483870967742,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000059,210.72031249999998,187.6027541522974,699.22,32.0,0.3502747273118248,-0.729788393132305,145.78999999999996,0.032032375334385084,0.21875,0.0,0.03125,0.0,0.0,0.0,0.0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000060,206.57151515151514,186.22321310111775,699.22,33.0,0.7610439410520387,-0.2650663917215961,141.51363636363632,0.0022612661805800926,0.5454545454545454,0.0,0.15151515151515152,0.0,0.0,0.0,0.0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000061,205.11970588235295,183.65366253270912,699.22,34.0,1.2036873733702127,0.22749502265007046,137.36088235294113,0.004222453948058679,0.5588235294117647,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000062,206.31342857142855,181.1448057524754,699.22,35.0,1.1237756146334912,0.14097324691421623,133.4528571428571,0.03604269030262158,0.22857142857142856,0.0,0.11428571428571428,0.0,0.0,1.0,1.0,2.0,246.9,246.9,246.9,1.0,1.0,0.0,0.0
EX_000000063,207.02277777777778,178.66048068599451,699.22,36.0,1.0600282845956295,0.06955775655873069,129.8794444444444,0.018401680190604112,0.5555555555555556,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000064,207.35864864864863,176.24113447761746,699.22,37.0,6.27936190983894,6.211497415720395,126.43378378378377,0.027682474535329897,0.5675675675675675,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000065,236.16710526315785,246.88225892760994,1302.08,38.0,1.3487483773198061,0.3336120428199432,123.1986842105263,0.045536200617316926,0.0,1.0,0.15789473684210525,0.0,0.0,0.0,0.0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000066,238.27897435897435,244.04402703668327,1302.08,39.0,0.3654959495872109,-0.6195151595996591,120.18358974358972,0.014394644091518107,0.5641025641025641,0.0,0.1282051282051282,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000067,234.49925,242.12747941309243,1302.08,40.0,0.4180823606045649,-0.563584316537602,117.22224999999999,0.01902369217448053,0.575,0.0,0.15,0.0,0.0,0.0,0.0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000068,231.1709756097561,240.08106377724596,1302.08,41.0,1.0614221761741125,0.05914262527351241,114.41756097560973,0.027268541414417032,0.5853658536585366,0.0,0.2926829268292683,0.0,0.0,0.0,0.0,3.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000069,231.50904761904764,237.2156150285615,1302.08,42.0,0.2900966536327902,-0.6928255865418451,111.76761904761902,0.05869320699410342,0.21428571428571427,0.0,0.023809523809523808,0.0,0.0,1.0,1.0,4.0,245.37,245.37,245.37,1.0,1.0,0.0,0.0
EX_000000070,227.68697674418607,235.7459645913212,1302.08,43.0,0.2596108079840335,-0.7150789496499916,109.32093023255813,0.22740384615384618,0.23255813953488372,0.0,0.16279069767441862,0.0,0.0,0.0,2.0,4.0,156.265,245.37,312.53,2.0,2.0,0.0,0.0
EX_000000071,223.85568181818186,234.40190821436397,1302.08,44.0,0.5101947784946672,-0.46776787208536413,107.40136363636361,0.018807954867679864,0.5681818181818182,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,4.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000072,221.41911111111114,232.34563417290605,1302.08,45.0,1.3305987840053954,0.3150517079843838,105.05955555555555,0.10746285704616218,0.5777777777777777,0.0,0.28888888888888886,0.0,1.0,1.0,1.0,5.0,114.21,114.21,114.21,1.0,1.0,0.0,0.0
EX_000000073,223.0104347826087,230.05406270054948,1302.08,46.0,1.1803931966529153,0.1748700490012916,103.02108695652173,0.06484109416181154,0.15217391304347827,0.0,0.06521739130434782,0.0,0.0,0.0,0.0,5.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000074,223.86638297872344,227.66754806100198,1302.08,47.0,1.0806446094364797,0.07929815722546107,100.97127659574467,0.03753542718068126,0.1702127659574468,0.0,0.2978723404255319,0.0,1.0,1.0,1.0,6.0,263.24,263.24,263.24,1.0,1.0,0.0,0.0
EX_000000075,224.24249999999998,225.2982850347142,1302.08,48.0,0.11719455500183955,-0.8786684726406049,98.94666666666667,0.05214930602344697,0.020833333333333332,0.0,0.14583333333333334,0.0,0.0,0.0,0.0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000076,220.20244897959185,224.7373342237611,1302.08,49.0,1.0505332755015793,0.04951358464245619,97.0326530612245,0.008450763471164765,0.5510204081632653,0.0,0.16326530612244897,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000077,220.425,222.4840644293429,1302.08,50.0,0.33095157082908017,-0.6628564629033714,95.1084,0.0012617182078554575,0.56,0.0,0.18,0.0,0.0,0.0,0.0,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000078,83.22,0.0,83.22,1.0,4.993270848353761,0.0,169.62,0.08778445937979013,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,1.0
EX_000000079,249.38,166.16,415.54,2.0,0.9116208196326891,-0.13264323543572457,92.255,0.17148122053005257,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,1.0
EX_000000080,242.03333333333333,136.0663223905493,415.54,3.0,0.28177936923288804,-1.2775632520910052,66.77666666666666,0.5488444067288973,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000081,198.57500000000002,139.8263683108447,415.54,4.0,1.6182802467581519,0.8780532705180598,59.245,0.3158072411173939,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000082,223.13000000000002,134.36116522269373,415.54,5.0,0.3273428046430332,-1.117063846173386,51.138,1.129492745121045,0.8,0.0,0.2,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000083,198.115,134.8067260624138,415.54,6.0,0.8453171137975418,-0.22732545248381575,52.24166666666667,3.191896634231935,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000084,193.73714285714286,125.26661677219124,415.54,7.0,0.33184137564889105,-1.0333730262113991,68.6,0.9051020408163266,0.8571428571428571,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000085,177.55625,124.7517882574735,415.54,8.0,0.30328417050934564,-0.9916190519424409,67.78625,2.34959154695827,0.875,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000086,163.8111111111111,123.87580971319125,415.54,9.0,0.4439259309502815,-0.735342205407284,77.9511111111111,0.623852557158333,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000087,154.702,120.65437313251435,415.54,10.0,4.15249964447777,4.042107943027997,75.01899999999999,0.1407643397006092,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000088,199.0381818181818,181.35887314774948,642.4,11.0,0.9552438545368179,-0.04911908451771476,69.15909090909089,0.21371015445284264,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000089,198.29583333333335,173.65535606762094,642.4,12.0,0.8551869050870963,-0.16536105757746664,64.62749999999998,0.3540288576844223,0.6666666666666666,0.0,0.25,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000090,196.08692307692309,167.01804616381636,642.4,13.0,0.7987784067505384,-0.23624347178760877,61.41615384615383,0.5259202665297279,0.23076923076923078,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000091,193.26857142857145,161.2630960288693,642.4,14.0,3.6698155047010816,3.1996869790907136,59.336428571428556,0.8972565636624096,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000092,227.66800000000003,202.08551820784524,709.26,15.0,3.88631691761688,3.2517025753629167,58.929999999999986,1.391481418632276,0.0,1.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000093,268.73812499999997,252.16556939882648,884.79,16.0,0.24752721631886063,-0.8019259944253955,60.371875,1.320151146539676,0.5625,0.0,0.0,1.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000094,256.84294117647056,249.22070758937647,884.79,17.0,2.5474712172465206,1.5947994958685037,61.50882352941177,0.27475732797781277,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000095,278.9238888888889,258.7450722695322,884.79,18.0,1.2601287089468853,0.2804154315856116,59.030555555555566,0.09910121876617568,0.05555555555555555,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000096,282.7426315789474,252.36455875207082,884.79,19.0,0.29783269516074684,-0.7866898290341584,56.231578947368426,0.14386933732684387,0.5263157894736842,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000097,272.81600000000003,249.75127479954935,884.79,20.0,0.1277417746759721,-0.9528119533763814,53.8245,0.28295664613698224,0.1,0.0,0.15,0.0,0.0,1.0,1.0,2.0,84.21,84.21,84.21,1.0,1.0,0.0,0.0
EX_000000098,261.48428571428576,248.9449393812564,884.79,21.0,0.13025639344620543,-0.9135525561577614,51.986666666666665,1.1533726596563223,0.5238095238095238,0.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000099,251.14681818181825,247.7917063581346,884.79,22.0,0.5535407575793224,-0.4525043223995592,52.34909090909091,0.3128994165045846,0.5454545454545454,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,1.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000100,246.27173913043487,243.42143188577967,884.79,23.0,0.5692492386458929,-0.43579457366848234,50.78521739130436,1.580381144804205,0.08695652173913043,0.0,0.0,1.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000101,241.8516666666667,239.2371815560635,884.79,24.0,2.407177953428754,1.4225561893002814,52.01333333333334,0.08593950269161751,0.125,0.0,0.0,1.0,0.0,1.0,1.0,1.0,140.19,140.19,140.19,1.0,1.0,0.0,0.0
EX_000000102,255.46480000000003,243.70611288385854,884.79,25.0,3.5000125261875605,2.6206367679597946,50.11160000000001,1.224466989679036,0.2,0.0,0.24,0.0,0.0,0.0,1.0,2.0,582.18,582.18,582.18,1.0,1.0,0.0,0.0
EX_000000103,280.0288461538462,268.68782090469745,894.13,26.0,0.11366686124369053,-0.923744311588583,50.54423076923077,0.05124224784080964,0.11538461538461539,0.0,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0
EX_000000104,238.84,0.0,238.84,1.0,1.0617149556188243,0.0,4.94,0.11133603238866396,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,238.84,238.84,238.84,1.0,1.0,0.0,1.0
