example_id,transaction_id,card_id,target_timestamp,target,split,fraud_type,hard_negative_type,history_length_total,history_length_real
EX_000000054,TX_000056023,CARD_00002,2025-04-16T12:35:43,0,train,legitimate,none,27,12
EX_000000055,TX_000057752,CARD_00002,2025-04-19T15:48:02,0,train,legitimate,none,28,12
EX_000000056,TX_000060972,CARD_00002,2025-04-25T17:53:45,0,train,legitimate,none,29,12
EX_000000057,TX_000063961,CARD_00002,2025-05-01T12:58:10,0,train,legitimate,none,30,12
EX_000000058,TX_000065317,CARD_00002,2025-05-03T20:22:07,0,train,legitimate,none,31,12
EX_000000059,TX_000066530,CARD_00002,2025-05-06T09:40:47,0,train,legitimate,none,32,12
EX_000000060,TX_000068628,CARD_00002,2025-05-09T23:53:35,0,validation,legitimate,none,33,12
EX_000000061,TX_000071914,CARD_00002,2025-05-16T09:04:30,0,validation,legitimate,none,34,12
EX_000000062,TX_000072056,CARD_00002,2025-05-16T13:37:11,0,validation,legitimate,none,35,12
EX_000000063,TX_000076289,CARD_00002,2025-05-24T14:43:18,0,validation,legitimate,none,36,12
EX_000000064,TX_000077020,CARD_00002,2025-05-25T19:29:07,0,validation,legitimate,none,37,12
EX_000000065,TX_000079471,CARD_00002,2025-05-30T14:19:15,0,validation,legitimate,none,38,12
EX_000000066,TX_000080817,CARD_00002,2025-06-01T21:55:24,0,validation,legitimate,none,39,12
EX_000000067,TX_000082174,CARD_00002,2025-06-04T14:25:09,0,test,legitimate,none,40,12
EX_000000068,TX_000082939,CARD_00002,2025-06-05T20:56:57,0,test,legitimate,none,41,12
EX_000000069,TX_000082976,CARD_00002,2025-06-05T22:52:04,0,test,legitimate,none,42,12
EX_000000070,TX_000083449,CARD_00002,2025-06-06T20:38:50,0,test,legitimate,none,43,12
EX_000000071,TX_000084723,CARD_00002,2025-06-09T12:58:37,0,test,legitimate,none,44,12
EX_000000072,TX_000084763,CARD_00002,2025-06-09T13:49:23,0,test,legitimate,none,45,12
EX_000000073,TX_000086059,CARD_00002,2025-06-11T19:21:14,0,test,legitimate,none,46,12
EX_000000074,TX_000086089,CARD_00002,2025-06-11T20:20:24,0,test,legitimate,none,47,12
EX_000000075,TX_000088794,CARD_00002,2025-06-16T21:15:07,0,test,legitimate,none,48,12
EX_000000076,TX_000090303,CARD_00002,2025-06-19T16:36:51,0,test,legitimate,none,49,12
EX_000000077,TX_000092108,CARD_00002,2025-06-22T22:23:50,0,test,legitimate,none,50,12
EX_000000078,TX_000002169,CARD_00003,2025-01-05T10:03:27,0,train,legitimate,none,1,1
EX_000000079,TX_000006352,CARD_00003,2025-01-13T07:21:44,0,train,legitimate,none,2,2
EX_000000080,TX_000007440,CARD_00003,2025-01-15T11:37:33,0,train,legitimate,none,3,3
EX_000000081,TX_000011540,CARD_00003,2025-01-22T19:22:10,0,train,legitimate,none,4,4
EX_000000082,TX_000012847,CARD_00003,2025-01-25T11:01:15,0,train,legitimate,none,5,5
EX_000000083,TX_000015611,CARD_00003,2025-01-30T15:17:29,0,train,legitimate,none,6,6
EX_000000084,TX_000022908,CARD_00003,2025-02-13T07:52:06,0,train,legitimate,none,7,7
EX_000000085,TX_000034000,CARD_00003,2025-03-05T18:16:07,0,train,legitimate,none,8,8
EX_000000086,TX_000036625,CARD_00003,2025-03-10T18:07:16,0,train,legitimate,none,9,9
EX_000000087,TX_000049099,CARD_00003,2025-04-03T11:14:47,0,train,legitimate,none,10,10
EX_000000088,TX_000050229,CARD_00003,2025-04-05T14:14:37,0,train,legitimate,none,11,11
EX_000000089,TX_000052994,CARD_00003,2025-04-10T17:02:59,0,train,legitimate,none,12,12
EX_000000090,TX_000055005,CARD_00003,2025-04-14T12:59:05,0,train,legitimate,none,13,12
EX_000000091,TX_000059665,CARD_00003,2025-04-23T10:38:27,0,train,legitimate,none,14,12
EX_000000092,TX_000064552,CARD_00003,2025-05-02T14:16:06,0,train,legitimate,none,15,12
EX_000000093,TX_000065943,CARD_00003,2025-05-05T06:22:58,0,train,legitimate,none,16,12
EX_000000094,TX_000070445,CARD_00003,2025-05-13T14:13:12,0,validation,legitimate,none,17,12
EX_000000095,TX_000075169,CARD_00003,2025-05-22T12:00:25,0,validation,legitimate,none,18,12
EX_000000096,TX_000077161,CARD_00003,2025-05-26T05:36:55,0,validation,legitimate,none,19,12
EX_000000097,TX_000077181,CARD_00003,2025-05-26T08:01:21,0,validation,legitimate,none,20,12
EX_000000098,TX_000081697,CARD_00003,2025-06-03T16:17:32,0,test,legitimate,none,21,12
EX_000000099,TX_000085108,CARD_00003,2025-06-10T05:38:18,0,test,legitimate,none,22,12
EX_000000100,TX_000089497,CARD_00003,2025-06-18T05:12:00,0,test,legitimate,none,23,12
EX_000000101,TX_000089544,CARD_00003,2025-06-18T09:33:22,0,test,legitimate,none,24,12
EX_000000102,TX_000090009,CARD_00003,2025-06-19T06:32:41,0,test,legitimate,none,25,12
EX_000000103,TX_000095431,CARD_00003,2025-06-29T13:13:49,0,test,legitimate,none,26,12
EX_000000104,TX_000003298,CARD_00004,2025-01-07T11:38:09,0,train,legitimate,none,1,1
EX_000000105,TX_000005263,CARD_00004,2025-01-11T00:27:45,0,train,legitimate,none,2,2
EX_000000106,TX_000018519,CARD_00004,2025-02-05T01:41:35,0,train,legitimate,none,3,3
EX_000000107,TX_000019339,CARD_00004,2025-02-06T15:26:40,0,train,legitimate,none,4,4
EX_000000108,TX_000029665,CARD_00004,2025-02-25T19:09:15,0,train,legitimate,legitimate_micro_purchases,5,5
EX_000000109,TX_000029667,CARD_00004,2025-02-25T19:15:15,0,train,legitimate,legitimate_micro_purchases,6,6
EX_000000110,TX_000029672,CARD_00004,2025-02-25T19:21:15,0,train,legitimate,legitimate_micro_purchases,7,7
EX_000000111,TX_000029673,CARD_00004,2025-02-25T19:24:15,0,train,legitimate,legitimate_micro_purchases,8,8
EX_000000112,TX_000029674,CARD_00004,2025-02-25T19:25:15,0,train,legitimate,legitimate_micro_purchases,9,9
EX_000000113,TX_000029679,CARD_00004,2025-02-25T19:33:15,0,train,legitimate,legitimate_micro_purchases,10,10
EX_000000114,TX_000030321,CARD_00004,2025-02-27T01:02:53,0,train,legitimate,none,11,11
EX_000000115,TX_000030875,CARD_00004,2025-02-27T22:11:21,0,train,legitimate,none,12,12
EX_000000116,TX_000034884,CARD_00004,2025-03-07T14:02:33,0,train,legitimate,none,13,12
EX_000000117,TX_000039591,CARD_00004,2025-03-16T11:02:25,0,train,legitimate,none,14,12
EX_000000118,TX_000043922,CARD_00004,2025-03-24T13:45:46,0,train,legitimate,none,15,12
EX_000000119,TX_000046579,CARD_00004,2025-03-29T15:11:22,0,train,legitimate,none,16,12
EX_000000120,TX_000052878,CARD_00004,2025-04-10T13:52:36,0,train,legitimate,none,17,12
EX_000000121,TX_000058368,CARD_00004,2025-04-20T18:50:08,0,train,legitimate,none,18,12
EX_000000122,TX_000062661,CARD_00004,2025-04-28T21:17:27,0,train,legitimate,none,19,12
EX_000000123,TX_000062982,CARD_00004,2025-04-29T14:41:53,0,train,legitimate,none,20,12
EX_000000124,TX_000078383,CARD_00004,2025-05-28T13:01:24,0,validation,legitimate,none,21,12
EX_000000125,TX_000083686,CARD_00004,2025-06-07T12:53:50,0,test,legitimate,none,22,12
EX_000000126,TX_000090976,CARD_00004,2025-06-20T21:49:18,0,test,legitimate,none,23,12
EX_000000127,TX_000091576,CARD_00004,2025-06-22T00:00:00,0,test,legitimate,none,24,12
EX_000000128,TX_000095034,CARD_00004,2025-06-28T15:56:52,0,test,legitimate,none,25,12
EX_000000129,TX_000001171,CARD_00005,2025-01-03T12:48:00,0,train,legitimate,none,1,1
EX_000000130,TX_000001301,CARD_00005,2025-01-03T15:56:38,0,train,legitimate,none,2,2
EX_000000131,TX_000002218,CARD_00005,2025-01-05T11:44:27,0,train,legitimate,none,3,3
EX_000000132,TX_000004433,CARD_00005,2025-01-09T14:20:36,0,train,legitimate,none,4,4
EX_000000133,TX_000007020,CARD_00005,2025-01-14T14:16:12,0,train,legitimate,legitimate_shopping_spree,5,5
EX_000000134,TX_000007046,CARD_00005,2025-01-14T14:45:12,0,train,legitimate,legitimate_shopping_spree,6,6
EX_000000135,TX_000007053,CARD_00005,2025-01-14T14:55:12,0,train,legitimate,legitimate_shopping_spree,7,7
EX_000000136,TX_000007055,CARD_00005,2025-01-14T14:56:12,0,train,legitimate,legitimate_shopping_spree,8,8
EX_000000137,TX_000007069,CARD_00005,2025-01-14T15:16:12,0,train,legitimate,legitimate_shopping_spree,9,9
EX_000000138,TX_000009490,CARD_00005,2025-01-19T01:14:08,0,train,legitimate,none,10,10
EX_000000139,TX_000010164,CARD_00005,2025-01-20T13:03:19,0,train,legitimate,none,11,11
EX_000000140,TX_000018845,CARD_00005,2025-02-05T16:22:55,0,train,legitimate,none,12,12
EX_000000141,TX_000031628,CARD_00005,2025-03-01T13:11:42,0,train,legitimate,none,13,12
EX_000000142,TX_000033873,CARD_00005,2025-03-05T15:32:28,0,train,legitimate,none,14,12
EX_000000143,TX_000034459,CARD_00005,2025-03-06T16:40:34,0,train,legitimate,none,15,12
EX_000000144,TX_000037199,CARD_00005,2025-03-11T18:09:55,0,train,legitimate,none,16,12
EX_000000145,TX_000037609,CARD_00005,2025-03-12T15:06:16,0,train,legitimate,none,17,12
EX_000000146,TX_000044634,CARD_00005,2025-03-25T19:10:15,0,train,legitimate,none,18,12
EX_000000147,TX_000046599,CARD_00005,2025-03-29T15:38:02,0,train,legitimate,none,19,12
EX_000000148,TX_000048238,CARD_00005,2025-04-01T16:21:26,0,train,legitimate,none,20,12
EX_000000149,TX_000049056,CARD_00005,2025-04-03T08:48:24,0,train,legitimate,none,21,12
EX_000000150,TX_000049232,CARD_00005,2025-04-03T14:52:47,0,train,legitimate,none,22,12
EX_000000151,TX_000049798,CARD_00005,2025-04-04T16:12:10,0,train,legitimate,none,23,12
EX_000000152,TX_000053523,CARD_00005,2025-04-11T16:48:10,0,train,legitimate,none,24,12
EX_000000153,TX_000055838,CARD_00005,2025-04-15T21:54:46,0,train,legitimate,none,25,12
EX_000000154,TX_000056792,CARD_00005,2025-04-17T17:52:08,0,train,legitimate,none,26,12
EX_000000155,TX_000059459,CARD_00005,2025-04-22T19:13:18,0,train,legitimate,none,27,12
EX_000000156,TX_000064697,CARD_00005,2025-05-02T17:44:15,0,train,legitimate,none,28,12
EX_000000157,TX_000066349,CARD_00005,2025-05-05T19:35:31,0,train,legitimate,none,29,12
EX_000000158,TX_000075156,CARD_00005,2025-05-22T11:36:04,0,validation,legitimate,none,30,12
EX_000000159,TX_000082609,CARD_00005,2025-06-05T12:18:41,0,test,legitimate,none,31,12
EX_000000160,TX_000083134,CARD_00005,2025-06-06T12:06:19,0,test,legitimate,none,32,12
EX_000000161,TX_000083827,CARD_00005,2025-06-07T16:50:19,0,test,legitimate,none,33,12
EX_000000162,TX_000087551,CARD_00005,2025-06-14T16:58:06,0,test,legitimate,none,34,12
EX_000000163,TX_000095029,CARD_00005,2025-06-28T15:46:18,0,test,legitimate,none,35,12
EX_000000164,TX_000004723,CARD_00006,2025-01-10T02:33:03,0,train,legitimate,none,1,1
EX_000000165,TX_000007933,CARD_00006,2025-01-16T09:57:10,0,train,legitimate,none,2,2
EX_000000166,TX_000009667,CARD_00006,2025-01-19T13:30:28,0,train,legitimate,none,3,3
EX_000000167,TX_000011019,CARD_00006,2025-01-21T19:54:06,0,train,legitimate,none,4,4
EX_000000168,TX_000011310,CARD_00006,2025-01-22T14:10:36,0,train,legitimate,none,5,5
EX_000000169,TX_000011827,CARD_00006,2025-01-23T12:35:59,0,train,legitimate,none,6,6
EX_000000170,TX_000014359,CARD_00006,2025-01-28T07:07:06,0,train,legitimate,none,7,7
EX_000000171,TX_000014648,CARD_00006,2025-01-28T17:06:30,0,train,legitimate,none,8,8
EX_000000172,TX_000015359,CARD_00006,2025-01-30T04:10:22,0,train,legitimate,none,9,9
EX_000000173,TX_000017357,CARD_00006,2025-02-02T18:40:38,0,train,legitimate,none,10,10
EX_000000174,TX_000017961,CARD_00006,2025-02-03T22:42:05,0,train,legitimate,none,11,11
EX_000000175,TX_000022007,CARD_00006,2025-02-11T16:02:03,0,train,legitimate,none,12,12
EX_000000176,TX_000030113,CARD_00006,2025-02-26T16:54:08,0,train,legitimate,none,13,12
EX_000000177,TX_000031996,CARD_00006,2025-03-02T08:27:27,0,train,legitimate,none,14,12
EX_000000178,TX_000034225,CARD_00006,2025-03-06T10:08:02,0,train,legitimate,none,15,12
EX_000000179,TX_000041420,CARD_00006,2025-03-19T17:33:53,0,train,legitimate,none,16,12
EX_000000180,TX_000041623,CARD_00006,2025-03-20T04:34:41,0,train,legitimate,none,17,12
EX_000000181,TX_000047524,CARD_00006,2025-03-31T11:57:50,0,train,legitimate,none,18,12
EX_000000182,TX_000049989,CARD_00006,2025-04-04T21:52:28,1,train,amount_anomaly,none,19,12
EX_000000183,TX_000055549,CARD_00006,2025-04-15T13:48:13,0,train,legitimate,none,20,12
EX_000000184,TX_000057363,CARD_00006,2025-04-18T19:42:16,0,train,legitimate,none,21,12
EX_000000185,TX_000059129,CARD_00006,2025-04-22T10:04:58,0,train,legitimate,none,22,12
EX_000000186,TX_000059763,CARD_00006,2025-04-23T13:39:39,0,train,legitimate,none,23,12
EX_000000187,TX_000060166,CARD_00006,2025-04-24T10:13:33,0,train,legitimate,none,24,12
EX_000000188,TX_000061190,CARD_00006,2025-04-26T08:34:50,0,train,legitimate,none,25,12
EX_000000189,TX_000062309,CARD_00006,2025-04-28T12:21:59,0,train,legitimate,none,26,12
EX_000000190,TX_000069143,CARD_00006,2025-05-10T23:17:59,0,validation,legitimate,none,27,12
EX_000000191,TX_000069751,CARD_00006,2025-05-12T09:14:08,0,validation,legitimate,none,28,12
EX_000000192,TX_000071561,CARD_00006,2025-05-15T15:11:00,0,validation,legitimate,none,29,12
EX_000000193,TX_000073631,CARD_00006,2025-05-19T12:28:20,0,validation,legitimate,none,30,12
EX_000000194,TX_000075109,CARD_00006,2025-05-22T09:56:07,0,validation,legitimate,none,31,12
EX_000000195,TX_000077449,CARD_00006,2025-05-26T15:41:15,0,validation,legitimate,none,32,12
EX_000000196,TX_000077551,CARD_00006,2025-05-26T17:40:04,0,validation,legitimate,none,33,12
EX_000000197,TX_000078915,CARD_00006,2025-05-29T13:11:21,0,validation,legitimate,none,34,12
EX_000000198,TX_000079380,CARD_00006,2025-05-30T11:57:40,0,validation,legitimate,none,35,12
EX_000000199,TX_000089623,CARD_00006,2025-06-18T12:31:46,0,test,legitimate,none,36,12
EX_000000200,TX_000091765,CARD_00006,2025-06-22T13:09:42,0,test,legitimate,none,37,12
EX_000000201,TX_000093299,CARD_00006,2025-06-25T11:45:59,0,test,legitimate,none,38,12
EX_000000202,TX_000093885,CARD_00006,2025-06-26T13:15:06,0,test,legitimate,none,39,12
EX_000000203,TX_000094957,CARD_00006,2025-06-28T14:02:42,0,test,legitimate,none,40,12
EX_000000204,TX_000009224,CARD_00007,2025-01-18T16:03:43,0,train,legitimate,none,1,1
EX_000000205,TX_000012842,CARD_00007,2025-01-25T10:45:37,0,train,legitimate,none,2,2
EX_000000206,TX_000013430,CARD_00007,2025-01-26T12:26:20,0,train,legitimate,none,3,3
EX_000000207,TX_000016422,CARD_00007,2025-01-31T23:57:16,0,train,legitimate,none,4,4
EX_000000208,TX_000018563,CARD_00007,2025-02-05T07:03:44,0,train,legitimate,none,5,5
EX_000000209,TX_000034174,CARD_00007,2025-03-06T06:29:42,0,train,legitimate,none,6,6
EX_000000210,TX_000035201,CARD_00007,2025-03-08T05:01:49,0,train,legitimate,none,7,7
EX_000000211,TX_000038536,CARD_00007,2025-03-14T12:03:04,0,train,legitimate,none,8,8
EX_000000212,TX_000047290,CARD_00007,2025-03-30T19:47:44,0,train,legitimate,none,9,9
EX_000000213,TX_000049051,CARD_00007,2025-04-03T08:17:11,0,train,legitimate,none,10,10
EX_000000214,TX_000049291,CARD_00007,2025-04-03T16:18:56,0,train,legitimate,none,11,11
EX_000000215,TX_000054762,CARD_00007,2025-04-13T21:24:40,0,train,legitimate,none,12,12
EX_000000216,TX_000060309,CARD_00007,2025-04-24T14:22:49,0,train,legitimate,none,13,12
EX_000000217,TX_000063023,CARD_00007,2025-04-29T15:43:43,0,train,legitimate,none,14,12
EX_000000218,TX_000063612,CARD_00007,2025-04-30T17:27:10,0,train,legitimate,none,15,12
EX_000000219,TX_000064469,CARD_00007,2025-05-02T11:30:44,0,train,legitimate,none,16,12
EX_000000220,TX_000070520,CARD_00007,2025-05-13T16:01:10,0,validation,legitimate,none,17,12
EX_000000221,TX_000073069,CARD_00007,2025-05-18T12:23:05,0,validation,legitimate,none,18,12
EX_000000222,TX_000075655,CARD_00007,2025-05-23T10:08:57,0,validation,legitimate,none,19,12
EX_000000223,TX_000080888,CARD_00007,2025-06-02T06:47:44,0,validation,legitimate,none,20,12
EX_000000224,TX_000082611,CARD_00007,2025-06-05T12:23:16,0,test,legitimate,none,21,12
EX_000000225,TX_000083570,CARD_00007,2025-06-07T06:41:39,0,test,legitimate,none,22,12
EX_000000226,TX_000084813,CARD_00007,2025-06-09T15:19:14,0,test,legitimate,none,23,12
EX_000000227,TX_000085095,CARD_00007,2025-06-10T02:50:41,0,test,legitimate,none,24,12
EX_000000228,TX_000090127,CARD_00007,2025-06-19T12:37:52,0,test,legitimate,none,25,12
EX_000000229,TX_000090719,CARD_00007,2025-06-20T14:23:37,0,test,legitimate,none,26,12
EX_000000230,TX_000091310,CARD_00007,2025-06-21T15:36:58,0,test,legitimate,none,27,12
EX_000000231,TX_000093385,CARD_00007,2025-06-25T14:10:46,0,test,legitimate,none,28,12
EX_000000232,TX_000094698,CARD_00007,2025-06-27T21:19:00,0,test,legitimate,none,29,12
EX_000000233,TX_000095618,CARD_00007,2025-06-29T17:48:30,0,test,legitimate,none,30,12
EX_000000234,TX_000095736,CARD_00007,2025-06-29T21:51:43,0,test,legitimate,none,31,12
EX_000000235,TX_000004039,CARD_00008,2025-01-08T17:32:27,0,train,legitimate,none,1,1
EX_000000236,TX_000004190,CARD_00008,2025-01-08T22:58:13,0,train,legitimate,none,2,2
EX_000000237,TX_000004421,CARD_00008,2025-01-09T13:55:12,0,train,legitimate,none,3,3
EX_000000238,TX_000004527,CARD_00008,2025-01-09T16:45:51,0,train,legitimate,none,4,4
EX_000000239,TX_000005947,CARD_00008,2025-01-12T12:54:40,0,train,legitimate,none,5,5
EX_000000240,TX_000007410,CARD_00008,2025-01-15T10:10:02,0,train,legitimate,none,6,6
EX_000000241,TX_000007512,CARD_00008,2025-01-15T13:42:01,0,train,legitimate,none,7,7
EX_000000242,TX_000008607,CARD_00008,2025-01-17T13:17:44,0,train,legitimate,none,8,8
EX_000000243,TX_000009687,CARD_00008,2025-01-19T14:04:47,0,train,legitimate,none,9,9
EX_000000244,TX_000010115,CARD_00008,2025-01-20T11:10:01,0,train,legitimate,none,10,10
EX_000000245,TX_000011373,CARD_00008,2025-01-22T15:40:10,0,train,legitimate,none,11,11
EX_000000246,TX_000013325,CARD_00008,2025-01-26T05:45:27,0,train,legitimate,none,12,12
EX_000000247,TX_000014225,CARD_00008,2025-01-27T19:21:44,0,train,legitimate,none,13,12
EX_000000248,TX_000016463,CARD_00008,2025-02-01T06:41:27,0,train,legitimate,none,14,12
EX_000000249,TX_000017217,CARD_00008,2025-02-02T14:59:57,0,train,legitimate,none,15,12
EX_000000250,TX_000018034,CARD_00008,2025-02-04T07:58:35,0,train,legitimate,none,16,12
EX_000000251,TX_000020871,CARD_00008,2025-02-09T14:42:23,0,train,legitimate,none,17,12
EX_000000252,TX_000024318,CARD_00008,2025-02-15T16:19:29,0,train,legitimate,none,18,12
EX_000000253,TX_000029214,CARD_00008,2025-02-24T23:41:27,0,train,legitimate,none,19,12
EX_000000254,TX_000032767,CARD_00008,2025-03-03T15:25:45,0,train,legitimate,none,20,12
EX_000000255,TX_000033119,CARD_00008,2025-03-04T10:08:50,0,train,legitimate,none,21,12
EX_000000256,TX_000034166,CARD_00008,2025-03-06T05:18:53,0,train,legitimate,none,22,12
EX_000000257,TX_000035224,CARD_00008,2025-03-08T08:11:00,0,train,legitimate,none,23,12
EX_000000258,TX_000038184,CARD_00008,2025-03-13T16:34:33,0,train,legitimate,none,24,12
EX_000000259,TX_000038237,CARD_00008,2025-03-13T17:30:11,0,train,legitimate,none,25,12
EX_000000260,TX_000042203,CARD_00008,2025-03-21T10:17:34,0,train,legitimate,none,26,12
EX_000000261,TX_000043425,CARD_00008,2025-03-23T14:40:21,0,train,legitimate,none,27,12
EX_000000262,TX_000044702,CARD_00008,2025-03-25T21:47:37,0,train,legitimate,none,28,12
EX_000000263,TX_000047876,CARD_00008,2025-03-31T21:30:10,0,train,legitimate,none,29,12
EX_000000264,TX_000049054,CARD_00008,2025-04-03T08:27:27,0,train,legitimate,none,30,12
EX_000000265,TX_000051271,CARD_00008,2025-04-07T13:43:45,0,train,legitimate,none,31,12
EX_000000266,TX_000052730,CARD_00008,2025-04-10T09:52:21,0,train,legitimate,none,32,12
EX_000000267,TX_000056007,CARD_00008,2025-04-16T12:12:17,0,train,legitimate,none,33,12
EX_000000268,TX_000056258,CARD_00008,2025-04-16T18:14:49,0,train,legitimate,none,34,12
EX_000000269,TX_000057776,CARD_00008,2025-04-19T16:25:12,0,train,legitimate,none,35,12
EX_000000270,TX_000059217,CARD_00008,2025-04-22T13:05:32,0,train,legitimate,none,36,12
EX_000000271,TX_000060100,CARD_00008,2025-04-24T05:55:39,0,train,legitimate,none,37,12
EX_000000272,TX_000060550,CARD_00008,2025-04-24T21:10:07,0,train,legitimate,none,38,12
EX_000000273,TX_000070566,CARD_00008,2025-05-13T17:11:14,0,validation,legitimate,none,39,12
EX_000000274,TX_000074834,CARD_00008,2025-05-21T16:57:19,0,validation,legitimate,none,40,12
EX_000000275,TX_000076124,CARD_00008,2025-05-24T09:25:49,0,validation,legitimate,none,41,12
EX_000000276,TX_000079917,CARD_00008,2025-05-31T12:17:22,0,validation,legitimate,none,42,12
EX_000000277,TX_000083102,CARD_00008,2025-06-06T10:30:19,0,test,legitimate,none,43,12
EX_000000278,TX_000087791,CARD_00008,2025-06-15T06:41:20,0,test,legitimate,none,44,12
EX_000000279,TX_000088045,CARD_00008,2025-06-15T16:10:47,0,test,legitimate,none,45,12
EX_000000280,TX_000089525,CARD_00008,2025-06-18T08:23:07,0,test,legitimate,none,46,12
